,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller
640,511.0,1.0,05.01.1269,1.0,5.0,1269.0,1.0,5.0,1269.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
641,512.0,1.0,1.5.1269,1.0,5.0,1269.0,1.0,5.0,1269.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
642,513.0,1.0,5/13/1269,13.0,5.0,1269.0,13.0,5.0,1269.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
643,514.0,2.0,06.12.1269,12.0,6.0,1269.0,12.0,6.0,1269.0,Znojmo,Znojmo,1.0,Gleink,,,,,,,,,,Ja
644,515.0,3.0,06.12.(1269),12.0,6.0,1269.0,12.0,6.0,1269.0,Znojmo,Znojmo,1.0,Reinsberg,Freising,,,,Randegg,,,,,Ja
645,516.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,,,,,,Ja
646,517.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Dobi,,,,,Ja
647,518.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Leibnitz,Sankt Georgen an der Stiefing,,,,Ja
648,519.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Winzendorf-Muthmannsdorf,,,,,Ja
649,520.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Reichersberg,Neuburg am Inn,,,,,,,,,Ja
651,522.0,1.0,6/16/1269,16.0,6.0,1269.0,16.0,6.0,1269.0,Jaroměřice nad Rokytkou,Jaroměřice nad Rokytkou,1.0,Wien,Altpölla,Gars am Kamp,,,Gars am Kamp,,,,,Ja
656,526.0,1.0,07.04.1269,4.0,7.0,1269.0,4.0,7.0,1269.0,Brno,Brno,1.0,Jihlava,,,,,,,,,,Ja
657,527.0,1.0,7/19/1269,19.0,7.0,1269.0,19.0,7.0,1269.0,Głubczyce,Głubczyce,1.0,Klosterneuburg,,,,,,,,,,Ja
660,530.0,1.0,7/27/1269,27.0,7.0,1269.0,27.0,7.0,1269.0,Písek,Písek,1.0,Perg,,,,,,,,,,Ja
662,532.0,1.0,08.08.1269,8.0,8.0,1269.0,8.0,8.0,1269.0,Praha,Praha,1.0,St. Pölten,Falkenberg,,,,Pichel (Dürnstein),,,,,Ja
664,534.0,3.0,17.-wohl noch 25.8.(1269),17.0,8.0,1267.0,25.0,8.0,1267.0,Trzebnica,Trzebnica,2.0,,,,,,,,,,,-
670,537.0,1.0,10.07.1269,7.0,10.0,1269.0,7.0,10.0,1269.0,Sadská,Sadská,1.0,Seckau,,,,,Glanz an der Weinstraße,,,,,Ja
674,539.0,1.0,12/19/1269,19.0,12.0,1269.0,19.0,12.0,1269.0,Praha,Praha,1.0,Litomyšl,,,,,Polička,,,,,Ja
676,541.0,1.0,01.12.1270,12.0,1.0,1270.0,12.0,1.0,1270.0,Jihlava,Jihlava,1.0,Jihlava,,,,,,,,,,Ja
677,542.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja
678,543.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,Gramastetten,,,,,Ja
679,544.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,Eggendorf am Wagram,,,,,Ja
680,545.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja
681,546.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Salzburg,,,,,,,,,,Ja
682,547.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja
683,548.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,,,,,St. Lambrecht,,,,,Ja
684,549.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,,,,,St. Martin,,,,,Ja
685,550.0,1.0,1/30/1270,30.0,1.0,1270.0,30.0,1.0,1270.0,Wien,Wien,1.0,Admont,,,,,,,,,,Ja
686,551.0,2.0,(30.1.1270 oder ein Tag oder zwei Tage vorher),28.0,1.0,1270.0,30.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,Rabenstein an der Pielach,,,,Mariazell,,,,,M
687,552.0,1.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,Spital am Semmering,,,,,Töscheldorf,Hochosterwitz,,,,Ja
688,553.0,1.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,Spital am Semmering,,,,,Brugga,,,,,Ja
689,554.0,2.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,Rabenstein an der Pielach,,,,,,,,,Ja
690,555.0,1.0,02.02.1270,2.0,2.0,1270.0,2.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja
692,557.0,2.0,3.2.1270 oder kurz vorher,1.0,1.0,1270.0,2.0,2.0,1270.0,Wien,Wien,1.0,Brixen,,,,,,,,,,M
693,558.0,1.0,3.21270,3.0,2.0,1270.0,3.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja
694,559.0,1.0,02.03.1270,3.0,2.0,1270.0,3.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja
695,560.0,2.0,02.07.1270,7.0,2.0,1270.0,7.0,2.0,1270.0,Wien,Wien,1.0,Judenburg,,,,,Wiener Neustadt,,,,,Ja
696,561.0,1.0,02.07.(1270),7.0,2.0,1270.0,7.0,2.0,1270.0,Wien,Wien,1.0,Mondsee,,,,,Bad Ischl,,,,,Ja
697,562.0,3.0,2/16/1270,16.0,2.0,1270.0,16.0,2.0,1270.0,Brno,Brno,1.0,Velehrad,,,,,,,,,,Ja
699,564.0,1.0,3/14/1270,14.0,3.0,1270.0,14.0,3.0,1270.0,Praha,Praha,1.0,Alt-Melon/Altmelon,,,,,,,,,,Ja
700,565.0,1.0,04.01.1270,1.0,4.0,1270.0,1.0,4.0,1270.0,Budyně nad Ohří,Budyně nad Ohří,1.0,,,,,,,,,,,Ja
702,567.0,1.0,5/19/1270,19.0,5.0,1270.0,19.0,5.0,1270.0,Znojmo,Znojmo,1.0,Kremsmünster,,,,,Martinsberg,,,,,Ja
704,568.0,3.0,um 07.06.1270,1.0,7.0,1270.0,11.0,7.0,1270.0,Brno,Brno,1.0,,,,,,,,,,,-
706,570.0,1.0,7/13/1270,13.0,7.0,1270.0,13.0,7.0,1270.0,Brno,Brno,1.0,Freising,,,,,Randegg,,,,,Ja
707,571.0,1.0,7/14/1270,14.0,7.0,1270.0,14.0,7.0,1270.0,Brno,Brno,1.0,Freising,,,,,Ollern,,,,,Ja
709,573.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja
710,574.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja
711,575.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja
712,576.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja
715,579.0,1.0,10.01.1270,1.0,10.0,1270.0,1.0,10.0,1270.0,Praha,Praha,1.0,Wrocław,,,,,,,,,,Ja
716,580.0,2.0,10.01.1270,1.0,10.0,1270.0,1.0,10.0,1270.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Lemberg pri Novi Cerkvi/Lemberg bei Neuhaus,Gurk,,,,Straßberg,,,,,Ja
718,582.0,2.0,10/16/1270,16.0,10.0,1270.0,16.0,10.0,1270.0,Hainburg,Hainburg,1.0,,,,,,,,,,,-
719,583.0,2.0,16.10.1270,16.0,10.0,1270.0,16.0,10.0,1270.0,Pottenburg,Pottenburg,1.0,,,,,,,,,,,Ja
720,584.0,2.0,10/27/1270,27.0,10.0,1270.0,27.0,10.0,1270.0,Wien,Wien,1.0,Tulln,,,,,,,,,,Ja
721,585.0,2.0,10/27/1270,27.0,10.0,1270.0,27.0,10.0,1270.0,Wien,Wien,1.0,Tulln,,,,,,,,,,Ja
722,586.0,1.0,10/28/1270,28.0,10.0,1270.0,28.0,10.0,1270.0,Wien,Wien,1.0,St. Pölten,,,,,,,,,,Ja
723,587.0,1.0,10/28/1270,28.0,10.0,1270.0,28.0,10.0,1270.0,Wien,Wien,1.0,Seckau,,,,,Arzwald,,,,,Ja
724,588.0,1.0,11.01.1270,1.0,11.0,1270.0,1.0,11.0,1270.0,Wien,Wien,1.0,Stadlau,,,,,,,,,,Ja
725,589.0,3.0,(zwischen 1.11-21.11.) 1270,1.0,11.0,1270.0,21.0,11.0,1270.0,Slovenj Gradec,Slovenj Gradec,1.0,Žiče,,,,,,,,,,Ja
726,590.0,3.0,(zwischen 1.11-21.11.) 1270,1.0,11.0,1270.0,21.0,11.0,1270.0,Slovenj Gradec,Slovenj Gradec,1.0,Žiče,,,,,Prepolje,,,,,Ja
727,591.0,2.0,Kurz vor oder genau 22.11.1270,17.0,11.0,1270.0,22.0,11.0,1270.0,Kostanjevica na Krki,Kostanjevica na Krki,1.0,Kostanjevica na Krki,,,,,,,,,,M
728,592.0,1.0,11/22/1270,22.0,11.0,1270.0,22.0,11.0,1270.0,Kostanjevica na Krki,Kostanjevica na Krki,1.0,Kostanjevica na Krki,,,,,,,,,,Ja
729,593.0,1.0,11/24/1270,24.0,11.0,1270.0,24.0,11.0,1270.0,Stična,Stična,1.0,Kostanjevica na Krki,,,,,Kostanjevica na Krki,Gurk,,,,Ja
730,594.0,2.0,Kurz nach 24.11.-vor 6.12.1270,26.0,11.0,1270.0,3.0,12.0,1270.0,Ljubljana,Ljubljana,1.0,Ljubljana,Kamnik,,,,,,,,,M
732,595.0,2.0,Nach 24.11. - kurz vor 6.12.1270,27.0,11.0,1270.0,4.0,12.0,1270.0,Arnoldstein,Arnoldstein,1.0,,,,,,,,,,,-
733,596.0,1.0,12.06.1270,6.0,12.0,1270.0,6.0,12.0,1270.0,Villach,Villach,1.0,Viktring,,,,,Muta,,,,,Ja
735,597.0,2.0,(Zwischen 6.12-12.12.)1270,6.0,12.0,1270.0,12.0,12.0,1270.0,Friesach,Friesach,1.0,Salzburg,,,,,,,,,,M
736,598.0,2.0,(12.XII. 1270 oder kurz vorher),10.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,,,,,,,,,,,-
737,599.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,Klagenfurt,,,,,Ja
738,600.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,,,,,,Ja
739,601.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,,,,,,Ja
740,602.0,3.0,Kurz nach 12. 12.1270,13.0,12.0,1270.0,14.0,12.0,1270.0,Lilienfeld,Lilienfeld,1.0,,,,,,,,,,,-
741,603.0,3.0,Nach 12.12.1270,15.0,12.0,1270.0,18.0,12.0,1270.0,Mailberg,Mailberg,1.0,,,,,,,,,,,-
746,733.0,1.0,04.05.1271,5.0,4.0,1271.0,5.0,4.0,1271.0,Brno,Brno,1.0,Brno,,,,,Diváky,,,,,Ja
747,734.0,3.0,um 13.4.1271,8.0,4.0,1271.0,18.0,4.0,1271.0,Marchegg,Marchegg,2.0,,,,,,,,,,,-
748,735.0,2.0,zwischen 13-16.4.1271,13.0,4.0,1271.0,16.0,4.0,1271.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,M
749,736.0,3.0,4/16/1271,16.0,4.0,1271.0,16.0,4.0,1271.0,Bratislava,Bratislava,2.0,Perchtoldsdorf,,,,,,,,,,Ja
750,737.0,3.0,Sehr Kurz nach 16.4.1271,17.0,4.0,1271.0,18.0,4.0,1271.0,Svätý Júr,Svätý Júr,2.0,Svätý Júr,,,,,,,,,,M
751,738.0,3.0,kurz nach 16.4.1271,18.0,4.0,1271.0,20.0,4.0,1271.0,Pezinok,Pezinok,2.0,Pezinok,,,,,,,,,,M
752,739.0,3.0,nach 16.4.1271,19.0,4.0,1271.0,22.0,4.0,1271.0,Červený Kameň,Červený Kameň,2.0,Červený Kameň,,,,,,,,,,M
753,740.0,3.0,Lang nach 16.4.1271,21.0,4.0,1271.0,26.0,4.0,1271.0,Trnava,Trnava,2.0,Trnava,,,,,,,,,,M
754,741.0,3.0,Länger nach 16.4.1271 kurz vor 9.5.1271,21.0,4.0,1271.0,6.0,5.0,1271.0,Sereď,Sereď,2.0,Nitra,,,,,,,,,,M
756,743.0,2.0,05.09.1271,9.0,5.0,1271.0,9.0,5.0,1271.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,-
757,744.0,1.0,5/15/1271,15.0,5.0,1271.0,15.0,5.0,1271.0,Magyaróvár,Magyaróvár,2.0,Magyaróvár,,,,,,,,,,M
758,745.0,2.0,16.5.1271,16.0,5.0,1271.0,16.0,5.0,1271.0,Moson,Moson,2.0,,,,,,,,,,,-
760,747.0,2.0,21.5.1271 oder kurz danach,21.0,5.0,1271.0,25.0,5.0,1271.0,Bratislava,Bratislava,2.0,,,,,,,,,,,-
761,748.0,2.0,um 24.5.1271,19.0,5.0,1271.0,29.0,5.0,1271.0,Wien,Wien,1.0,,,,,,,,,,,-
762,749.0,1.0,06.05.1271,5.0,6.0,1271.0,5.0,6.0,1271.0,Wien,Wien,1.0,Lilienfeld,,,,,Straning-Grafenberg,,,,,Ja
763,750.0,1.0,06.12.1271,12.0,6.0,1271.0,12.0,6.0,1271.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja
766,753.0,1.0,07.14.1271,14.0,7.0,1271.0,14.0,7.0,1271.0,Praha,Praha,2.0,,,,,,,,,,,Ja
767,754.0,3.0,Kurz nach 15.7.-vor 31.8.1271,17.0,7.0,1271.0,26.0,8.0,1271.0,Völkermarkt,Völkermarkt,1.0,,,,,,,,,,,-
768,755.0,3.0,Nach 15.7.-vor 31.8.1271,18.0,7.0,1271.0,28.0,8.0,1271.0,Maribor,Maribor,1.0,,,,,,,,,,,-
771,758.0,3.0,Länger nach 15.7.-vor 31.8.1271,20.0,7.0,1271.0,28.0,8.0,1271.0,Hartberg,Hartberg,1.0,,,,,,,,,,,-
772,759.0,3.0,Länger nach 15.7.-kurz vor 31.8.1271,20.0,7.0,1271.0,29.0,8.0,1271.0,Wien,Wien,1.0,,,,,,,,,,,-
773,760.0,3.0,Länger nach 15.7.-sehr kurz vor 31.8.1271,25.0,7.0,1271.0,30.0,8.0,1271.0,Praha,Praha,1.0,,,,,,,,,,,-
775,762.0,2.0,1 oder 2.9.1271,1.0,9.0,1271.0,2.0,9.0,1271.0,Praha,Praha,1.0,Chotěšov,,,,,Staňkov,Ohučov,,,,Ja
776,763.0,1.0,09.02.1271,2.0,9.0,1271.0,2.0,9.0,1271.0,Praha,Praha,1.0,Chotěšov,,,,,Hrušovany,Vrutice,Svařenice,Trnová,Litochovice nad Labem,Ja
778,765.0,1.0,10/13/1271,13.0,10.0,1271.0,13.0,10.0,1271.0,Praha,Praha,1.0,Rein,,,,,,,,,,Ja
780,767.0,1.0,10/16/1271,16.0,10.0,1271.0,16.0,10.0,1271.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
781,768.0,1.0,11/24/1271,24.0,11.0,1271.0,24.0,11.0,1271.0,Wrocław,Wrocław,2.0,Opava,,,,,,,,,,Ja
782,769.0,1.0,01.03.1272,3.0,1.0,1272.0,3.0,1.0,1272.0,Praha,Praha,1.0,Jihlava,,,,,,,,,,Ja
783,770.0,1.0,1/19/1272,19.0,1.0,1272.0,19.0,1.0,1272.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
784,771.0,2.0,2/22/1272,22.0,2.0,1272.0,22.0,2.0,1272.0,Zbraslav,Praha,1.0,Kirchberg am Wechsel,,,,,,,,,,Ja
785,772.0,3.0,Nach 6. 12.1271- länger vor 26.2.1272,9.0,12.0,1271.0,21.0,2.0,1272.0,Praha,Praha,1.0,Radlje ob Dravi,,,,,,,,,,M
788,775.0,1.0,3/5/(1272),5.0,3.0,1272.0,5.0,3.0,1272.0,Poděbrady,Poděbrady,1.0,Praha,Praha,,,,Praha,,,,,Ja
789,776.0,3.0,"14.3. (am wahrscheinlichsten 1272, nicht ganz ausgeschlossen 1273)",14.0,3.0,1272.0,14.0,3.0,1272.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
790,777.0,1.0,3/16/1272,16.0,3.0,1272.0,16.0,3.0,1272.0,Poděbrady,Poděbrady,1.0,Osek,,,,,Horní Slavkov,,,,,Ja
791,778.0,1.0,4/22/1272,22.0,4.0,1272.0,22.0,4.0,1272.0,Praha,Praha,1.0,Radlje ob Dravi,,,,,,,,,,Ja
792,779.0,1.0,05.01.1272,1.0,5.0,1272.0,1.0,5.0,1272.0,Praha,Praha,1.0,Litoměřice,,,,,,,,,,Ja
796,783.0,3.0,7/13/1272,13.0,7.0,1272.0,13.0,7.0,1272.0,Praha,Praha,1.0,Plauen,,,,,Kraslice,,,,,Ja
797,784.0,1.0,7/13/1272,13.0,7.0,1272.0,13.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,Svatobor,,,,,Ja
798,785.0,2.0,7/14/1272,14.0,7.0,1272.0,14.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,,,,,,Ja
799,786.0,1.0,7/14/1272,14.0,7.0,1272.0,14.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,České Kopisty,,,,,Ja
802,789.0,1.0,09.07.1272,7.0,9.0,1272.0,7.0,9.0,1272.0,Wien,Wien,1.0,Studenice,,,,,Sonnegg,,,,,Ja
804,791.0,1.0,10/29/1272,29.0,10.0,1272.0,29.0,10.0,1272.0,Brno,Brno,1.0,Uherský Brod,,,,,,,,,,Ja
805,792.0,1.0,12/16/1272,16.0,12.0,1272.0,16.0,12.0,1272.0,Krems an der Donau,Krems an der Donau,1.0,Melk,,,,,,,,,,Ja
809,796.0,1.0,1/14/1973,14.0,1.0,1273.0,14.0,1.0,1273.0,Zbraslav,Praha,1.0,Eger,,,,,Dřenice,,,,,Ja
811,798.0,1.0,1/25/1973,25.0,1.0,1273.0,25.0,1.0,1273.0,Myšenec,Myšenec,1.0,Vyšší Brod,,,,,Rožnov u Českých Budějovic,Němčice,,,,Ja
814,801.0,1.0,03.10.1973,10.0,3.0,1273.0,10.0,3.0,1273.0,Zvíkov,Zvíkov,1.0,Kladruby,,,,,Zahořany,Zhoř (Tachov),,,,Ja
815,919.0,3.0," 17.3. (am wahrscheinlichsten 1273, nichg ganz ausgeschlossen 1271, 1274)",17.0,3.0,1273.0,17.0,3.0,1273.0,Milevsko,Milevsko,1.0,Heiligenkreuz,,,,,,,,,,Ja
818,804.0,1.0,4/20/1973,20.0,4.0,1273.0,20.0,4.0,1273.0,Praha,Praha,1.0,Marienthal,,,,,Russdorf bei Ostritz,,,,,Ja
820,806.0,1.0,5/28/1973,28.0,5.0,1273.0,28.0,5.0,1273.0,Zbraslav,Praha,1.0,Wien,,,,,Unterlaa,,,,,Ja
821,807.0,1.0,6/17/1973,17.0,6.0,1273.0,17.0,6.0,1273.0,Znojmo,Znojmo,1.0,Ardagger,,,,,,,,,,Ja
823,809.0,2.0,17.6.1273,17.0,6.0,1273.0,17.0,6.0,1273.0,Znojmo,Znojmo,1.0,Tulln,,,,,,,,,,Ja
824,810.0,1.0,07.04.1973,4.0,7.0,1273.0,4.0,7.0,1273.0,Brno,Brno,1.0,Žďár nad Sázavou,,,,,,,,,,Ja
825,811.0,1.0,7/17/1973,17.0,7.0,1273.0,17.0,7.0,1273.0,Bratislava,Bratislava,2.0,Kappling,,,,,Tobra,,,,,Ja
826,812.0,2.0,08.07.1973,7.0,8.0,1273.0,7.0,8.0,1273.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-
827,813.0,2.0,Um 7.8.1273 oder kurz danach,2.0,8.0,1273.0,15.0,8.0,1273.0,Marchegg,Marchegg,1.0,,,,,,,,,,,-
828,814.0,2.0,Um 10.8.1273 und kurz danach,5.0,8.0,1273.0,20.0,8.0,1273.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,M
829,815.0,3.0,August und September 1273,1.0,8.0,1273.0,30.0,9.0,1273.0,Magyaróvár,Magyaróvár,2.0,Magyaróvár,,,,,,,,,,M
830,816.0,3.0,Länger vor. 3.10.1273,24.0,9.0,1273.0,29.0,9.0,1273.0,Györ,Györ,2.0,Györ,,,,,,,,,,M
831,817.0,3.0,Vor 3.10.1273,27.0,9.0,1273.0,30.0,9.0,1273.0,Pannonhalma,Pannonhalma,2.0,Pannonhalma,,,,,,,,,,M
832,818.0,1.0,10.03.1973,3.0,10.0,1273.0,3.0,10.0,1273.0,Sopron,Sopron,2.0,Imbach,,,,,Krems an der Donau,,,,,Ja
833,819.0,2.0,um 3.10.1273,27.0,9.0,1273.0,30.0,10.0,1273.0,Sopron,Sopron,2.0,Sopron,,,,,,,,,,M
834,820.0,1.0,10/14/1973,14.0,10.0,1273.0,14.0,10.0,1273.0,Krems an der Donau,Krems an der Donau,1.0,Raitenhaslach,,,,,Neuburg am Inn,,,,,Ja
840,826.0,1.0,12/29/1973,29.0,12.0,1273.0,29.0,12.0,1273.0,Brno,Brno,1.0,Spital am Semmering,Pottschach,,,,Wimpassing im Schwarzatale,Apfaltersbach,,,,Ja
841,827.0,1.0,12/31/1973,31.0,12.0,1273.0,31.0,12.0,1273.0,Brno,Brno,1.0,Freising,,,,,Wien,,,,,Ja
842,828.0,1.0,01.08.1974,8.0,1.0,1274.0,8.0,1.0,1274.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja
843,829.0,1.0,1/13/1974,13.0,1.0,1274.0,13.0,1.0,1274.0,Laa an der Thaya,Laa an der Thaya,1.0,Heiligenkreuz,,,,,Bruck an der Leitha,,,,,Ja
844,830.0,1.0,03.06.1974,6.0,3.0,1274.0,6.0,3.0,1274.0,Praha,Praha,1.0,Melk,Zelking-Matzleinsdorf,,,,Ysperklamm,,,,,Ja
846,832.0,1.0,04.03.1974,3.0,4.0,1274.0,3.0,4.0,1274.0,Wien,Wien,1.0,Melk,,,,,Mödling,,,,,Ja
847,833.0,1.0,4/13/1974,13.0,4.0,1274.0,13.0,4.0,1274.0,Graz,Graz,1.0,Viktring,,,,,Klagenfurt,Dravograd,,,,Ja
848,834.0,1.0,4/16/1974,16.0,4.0,1274.0,16.0,4.0,1274.0,Graz,Graz,1.0,Gornji Grad,,,,,,,,,,Ja
849,835.0,1.0,4/17/1974,17.0,4.0,1274.0,17.0,4.0,1274.0,Graz,Graz,1.0,Freising,,,,,,,,,,Ja
852,838.0,1.0,4/21/1275,21.0,4.0,1274.0,21.0,4.0,1274.0,Graz,Graz,1.0,Spital am Semmering,,,,,Gössendorf,Leising bei Kraubath,,,,Ja
853,839.0,3.0,4/25/1974,25.0,4.0,1274.0,25.0,4.0,1274.0,Graz,Graz,1.0,Žiče,,,,,,,,,,Ja
854,840.0,1.0,4/25/1974,25.0,4.0,1274.0,25.0,4.0,1274.0,Graz,Graz,1.0,Kostanjevica na Krki,,,,,,,,,,Ja
855,841.0,1.0,05.03.1974,3.0,5.0,1274.0,3.0,5.0,1274.0,Wien,Wien,1.0,Zwettl,,,,,Linz,Stein an der Donau,,,,Ja
856,842.0,1.0,05.03.1974,3.0,5.0,1274.0,3.0,5.0,1274.0,Wien,Wien,1.0,Zwettl,Neuburg am Inn,Ybbs an der Donau,Linz,,,,,,,Ja
858,844.0,3.0,"14.5.(1274, nicht ganz ausgeschlossen sind auch Jahren 1272, 1275, 1276))",14.0,5.0,1274.0,14.0,5.0,1274.0,Wien,Wien,1.0,Garsten,,,,,Münichreith um Garsten,,,,,Ja
859,845.0,1.0,5/15/1974,15.0,5.0,1274.0,15.0,5.0,1274.0,Wien,Wien,1.0,Heiligenkreuz,,,,,Neuburg am Inn,,,,,Ja
860,846.0,1.0,5/15/1974,15.0,5.0,1274.0,15.0,5.0,1274.0,Wien,Wien,1.0,Heiligenkreuz,,,,,Neuburg am Inn,,,,,Ja
861,847.0,1.0,5/16/1974,16.0,5.0,1274.0,16.0,5.0,1274.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja
862,848.0,1.0,5/28/1974,28.0,5.0,1274.0,28.0,5.0,1274.0,Brno,Brno,1.0,Olomouc,,,,,Roštín,Sudice,,,,Ja
863,849.0,3.0,07.05.1974,5.0,7.0,1274.0,5.0,7.0,1274.0,Praha,Praha,1.0,Olomouc,,,,,Kozłówki,,,,,Ja
864,850.0,1.0,7/25/1974,25.0,7.0,1274.0,25.0,7.0,1274.0,Praha,Praha,1.0,Klevevž (Klingenfels),,,,,,,,,,Ja
866,852.0,3.0,01.09.1974,1.0,9.0,1274.0,1.0,9.0,1274.0,Praha,Praha,1.0,Planina pri Sevnici,Kärnten,,,,,,,,,Ja
867,853.0,1.0,10/14/1974,14.0,10.0,1274.0,14.0,10.0,1274.0,Písek,Písek,1.0,Rinchnach,,,,,Stein an der Donau,Ybbs an der Donau,Emmersdorf an der Donau,Mauthausen,Linz,Ja
869,855.0,1.0,10/24/1974,24.0,10.0,1274.0,24.0,10.0,1274.0,Písek,Písek,1.0,Freising,,,,,Škofja Loka,,,,,Ja
870,856.0,1.0,11.11.1974,11.0,11.0,1274.0,11.0,11.0,1274.0,Praha,Praha,1.0,Praha,,,,,Čáslav,Úherce,,,,Ja
871,857.0,1.0,11/25/1974,25.0,11.0,1274.0,25.0,11.0,1274.0,Praha,Praha,1.0,Mělník,,,,,,,,,,Ja
872,858.0,1.0,11/25/1974,25.0,11.0,1274.0,25.0,11.0,1274.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja
876,862.0,1.0,12.11.1974,11.0,12.0,1274.0,11.0,12.0,1274.0,Neuburg am Inn,Neuburg am Inn,1.0,Passau,,,,,Neuburg am Inn,,,,,Ja
881,867.0,1.0,01.07.1275,7.0,1.0,1275.0,7.0,1.0,1275.0,Uherský Ostroh,Uherský Ostroh,1.0,Olomouc,,,,,Přerov,,,,,Ja
884,870.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,Offenburg,,,,Liesing,,,,,Ja
885,871.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,,,,,,,,,,Ja
