,Unnamed: 0,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller,date_post,date_ante,date_delta,date_middle,period,invalid
493,828,814.0,2.0,Um 10.8.1273 und kurz danach,5.0,8.0,1273.0,20.0,8.0,1273.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,M,1273-08-05,1273-08-20,15 days,1273-08-12,4,False
494,829,815.0,3.0,August und September 1273,1.0,8.0,1273.0,30.0,9.0,1273.0,Magyaróvár,Magyaróvár,2.0,Magyaróvár,,,,,,,,,,M,1273-08-01,1273-09-30,60 days,1273-08-31,4,False
495,830,816.0,3.0,Länger vor. 3.10.1273,24.0,9.0,1273.0,29.0,9.0,1273.0,Györ,Györ,2.0,Györ,,,,,,,,,,M,1273-09-24,1273-09-29,5 days,1273-09-26,4,False
496,831,817.0,3.0,Vor 3.10.1273,27.0,9.0,1273.0,30.0,9.0,1273.0,Pannonhalma,Pannonhalma,2.0,Pannonhalma,,,,,,,,,,M,1273-09-27,1273-09-30,3 days,1273-09-28,4,False
497,832,818.0,1.0,10.03.1973,3.0,10.0,1273.0,3.0,10.0,1273.0,Sopron,Sopron,2.0,Imbach,,,,,Krems an der Donau,,,,,Ja,1273-10-03,1273-10-03,0 days,1273-10-03,4,False
498,833,819.0,2.0,um 3.10.1273,27.0,9.0,1273.0,30.0,10.0,1273.0,Sopron,Sopron,2.0,Sopron,,,,,,,,,,M,1273-09-27,1273-10-30,33 days,1273-10-13,4,False
499,834,820.0,1.0,10/14/1973,14.0,10.0,1273.0,14.0,10.0,1273.0,Krems an der Donau,Krems an der Donau,1.0,Raitenhaslach,,,,,Neuburg am Inn,,,,,Ja,1273-10-14,1273-10-14,0 days,1273-10-14,4,False
500,840,826.0,1.0,12/29/1973,29.0,12.0,1273.0,29.0,12.0,1273.0,Brno,Brno,1.0,Spital am Semmering,Pottschach,,,,Wimpassing im Schwarzatale,Apfaltersbach,,,,Ja,1273-12-29,1273-12-29,0 days,1273-12-29,4,False
501,841,827.0,1.0,12/31/1973,31.0,12.0,1273.0,31.0,12.0,1273.0,Brno,Brno,1.0,Freising,,,,,Wien,,,,,Ja,1273-12-31,1273-12-31,0 days,1273-12-31,4,False
502,842,828.0,1.0,01.08.1974,8.0,1.0,1274.0,8.0,1.0,1274.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja,1274-01-08,1274-01-08,0 days,1274-01-08,4,False
503,843,829.0,1.0,1/13/1974,13.0,1.0,1274.0,13.0,1.0,1274.0,Laa an der Thaya,Laa an der Thaya,1.0,Heiligenkreuz,,,,,Bruck an der Leitha,,,,,Ja,1274-01-13,1274-01-13,0 days,1274-01-13,4,False
504,844,830.0,1.0,03.06.1974,6.0,3.0,1274.0,6.0,3.0,1274.0,Praha,Praha,1.0,Melk,Zelking-Matzleinsdorf,,,,Ysperklamm,,,,,Ja,1274-03-06,1274-03-06,0 days,1274-03-06,4,False
505,846,832.0,1.0,04.03.1974,3.0,4.0,1274.0,3.0,4.0,1274.0,Wien,Wien,1.0,Melk,,,,,Mödling,,,,,Ja,1274-04-03,1274-04-03,0 days,1274-04-03,4,False
506,847,833.0,1.0,4/13/1974,13.0,4.0,1274.0,13.0,4.0,1274.0,Graz,Graz,1.0,Viktring,,,,,Klagenfurt,Dravograd,,,,Ja,1274-04-13,1274-04-13,0 days,1274-04-13,4,False
507,848,834.0,1.0,4/16/1974,16.0,4.0,1274.0,16.0,4.0,1274.0,Graz,Graz,1.0,Gornji Grad,,,,,,,,,,Ja,1274-04-16,1274-04-16,0 days,1274-04-16,4,False
508,849,835.0,1.0,4/17/1974,17.0,4.0,1274.0,17.0,4.0,1274.0,Graz,Graz,1.0,Freising,,,,,,,,,,Ja,1274-04-17,1274-04-17,0 days,1274-04-17,4,False
509,852,838.0,1.0,4/21/1275,21.0,4.0,1274.0,21.0,4.0,1274.0,Graz,Graz,1.0,Spital am Semmering,,,,,Gössendorf,Leising bei Kraubath,,,,Ja,1274-04-21,1274-04-21,0 days,1274-04-21,4,False
510,853,839.0,3.0,4/25/1974,25.0,4.0,1274.0,25.0,4.0,1274.0,Graz,Graz,1.0,Žiče,,,,,,,,,,Ja,1274-04-25,1274-04-25,0 days,1274-04-25,4,False
511,854,840.0,1.0,4/25/1974,25.0,4.0,1274.0,25.0,4.0,1274.0,Graz,Graz,1.0,Kostanjevica na Krki,,,,,,,,,,Ja,1274-04-25,1274-04-25,0 days,1274-04-25,4,False
512,855,841.0,1.0,05.03.1974,3.0,5.0,1274.0,3.0,5.0,1274.0,Wien,Wien,1.0,Zwettl,,,,,Linz,Stein an der Donau,,,,Ja,1274-05-03,1274-05-03,0 days,1274-05-03,4,False
513,856,842.0,1.0,05.03.1974,3.0,5.0,1274.0,3.0,5.0,1274.0,Wien,Wien,1.0,Zwettl,Neuburg am Inn,Ybbs an der Donau,Linz,,,,,,,Ja,1274-05-03,1274-05-03,0 days,1274-05-03,4,False
514,858,844.0,3.0,"14.5.(1274, nicht ganz ausgeschlossen sind auch Jahren 1272, 1275, 1276))",14.0,5.0,1274.0,14.0,5.0,1274.0,Wien,Wien,1.0,Garsten,,,,,Münichreith um Garsten,,,,,Ja,1274-05-14,1274-05-14,0 days,1274-05-14,4,False
515,859,845.0,1.0,5/15/1974,15.0,5.0,1274.0,15.0,5.0,1274.0,Wien,Wien,1.0,Heiligenkreuz,,,,,Neuburg am Inn,,,,,Ja,1274-05-15,1274-05-15,0 days,1274-05-15,4,False
516,860,846.0,1.0,5/15/1974,15.0,5.0,1274.0,15.0,5.0,1274.0,Wien,Wien,1.0,Heiligenkreuz,,,,,Neuburg am Inn,,,,,Ja,1274-05-15,1274-05-15,0 days,1274-05-15,4,False
517,861,847.0,1.0,5/16/1974,16.0,5.0,1274.0,16.0,5.0,1274.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja,1274-05-16,1274-05-16,0 days,1274-05-16,4,False
518,862,848.0,1.0,5/28/1974,28.0,5.0,1274.0,28.0,5.0,1274.0,Brno,Brno,1.0,Olomouc,,,,,Roštín,Sudice,,,,Ja,1274-05-28,1274-05-28,0 days,1274-05-28,4,False
519,863,849.0,3.0,07.05.1974,5.0,7.0,1274.0,5.0,7.0,1274.0,Praha,Praha,1.0,Olomouc,,,,,Kozłówki,,,,,Ja,1274-07-05,1274-07-05,0 days,1274-07-05,4,False
520,864,850.0,1.0,7/25/1974,25.0,7.0,1274.0,25.0,7.0,1274.0,Praha,Praha,1.0,Klevevž (Klingenfels),,,,,,,,,,Ja,1274-07-25,1274-07-25,0 days,1274-07-25,4,False
521,866,852.0,3.0,01.09.1974,1.0,9.0,1274.0,1.0,9.0,1274.0,Praha,Praha,1.0,Planina pri Sevnici,Kärnten,,,,,,,,,Ja,1274-09-01,1274-09-01,0 days,1274-09-01,4,False
522,867,853.0,1.0,10/14/1974,14.0,10.0,1274.0,14.0,10.0,1274.0,Písek,Písek,1.0,Rinchnach,,,,,Stein an der Donau,Ybbs an der Donau,Emmersdorf an der Donau,Mauthausen,Linz,Ja,1274-10-14,1274-10-14,0 days,1274-10-14,4,False
523,869,855.0,1.0,10/24/1974,24.0,10.0,1274.0,24.0,10.0,1274.0,Písek,Písek,1.0,Freising,,,,,Škofja Loka,,,,,Ja,1274-10-24,1274-10-24,0 days,1274-10-24,4,False
524,870,856.0,1.0,11.11.1974,11.0,11.0,1274.0,11.0,11.0,1274.0,Praha,Praha,1.0,Praha,,,,,Čáslav,Úherce,,,,Ja,1274-11-11,1274-11-11,0 days,1274-11-11,4,False
525,871,857.0,1.0,11/25/1974,25.0,11.0,1274.0,25.0,11.0,1274.0,Praha,Praha,1.0,Mělník,,,,,,,,,,Ja,1274-11-25,1274-11-25,0 days,1274-11-25,4,False
526,872,858.0,1.0,11/25/1974,25.0,11.0,1274.0,25.0,11.0,1274.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1274-11-25,1274-11-25,0 days,1274-11-25,4,False
527,876,862.0,1.0,12.11.1974,11.0,12.0,1274.0,11.0,12.0,1274.0,Neuburg am Inn,Neuburg am Inn,1.0,Passau,,,,,Neuburg am Inn,,,,,Ja,1274-12-11,1274-12-11,0 days,1274-12-11,4,False
528,881,867.0,1.0,01.07.1275,7.0,1.0,1275.0,7.0,1.0,1275.0,Uherský Ostroh,Uherský Ostroh,1.0,Olomouc,,,,,Přerov,,,,,Ja,1275-01-07,1275-01-07,0 days,1275-01-07,4,False
529,884,870.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,Offenburg,,,,Liesing,,,,,Ja,1275-01-26,1275-01-26,0 days,1275-01-26,4,False
530,885,871.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,,,,,,,,,,Ja,1275-01-26,1275-01-26,0 days,1275-01-26,4,False
531,886,872.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,Offenburg,Knittelfeld,,,Feistritz bei Prank,,,,,Ja,1275-01-26,1275-01-26,0 days,1275-01-26,4,False
532,887,873.0,1.0,02.06.1275,6.0,2.0,1275.0,6.0,2.0,1275.0,Wien,Wien,1.0,Osek,,,,,,,,,,Ja,1275-02-06,1275-02-06,0 days,1275-02-06,4,False
533,888,874.0,2.0,6.2.(1275),6.0,2.0,1275.0,6.0,2.0,1275.0,Wien,Wien,1.0,Osek,,,,,,,,,,Ja,1275-02-06,1275-02-06,0 days,1275-02-06,4,False
534,891,877.0,1.0,2/28/1275,28.0,2.0,1275.0,28.0,2.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja,1275-02-28,1275-02-28,0 days,1275-02-28,4,False
535,893,879.0,1.0,03.09.1275,9.0,3.0,1275.0,9.0,3.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,Ja,1275-03-09,1275-03-09,0 days,1275-03-09,4,False
536,894,880.0,1.0,03.09.1275,9.0,3.0,1275.0,9.0,3.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,Ja,1275-03-09,1275-03-09,0 days,1275-03-09,4,False
537,895,881.0,1.0,03.10.1275,10.0,3.0,1275.0,10.0,3.0,1275.0,Praha,Praha,1.0,Chotěšov,,,,,,,,,,Ja,1275-03-10,1275-03-10,0 days,1275-03-10,4,False
538,896,882.0,1.0,3/15/1275,15.0,3.0,1275.0,15.0,3.0,1275.0,Praha,Praha,1.0,Raitenhaslach,,,,,Stein an der Donau,Ybbs an der Donau,Emmersdorf an der Donau,Linz,,Ja,1275-03-15,1275-03-15,0 days,1275-03-15,4,False
539,898,884.0,1.0,3/19/1275,19.0,3.0,1275.0,19.0,3.0,1275.0,Praha,Praha,1.0,Kladruby,,,,,,,,,,Ja,1275-03-19,1275-03-19,0 days,1275-03-19,4,False
540,900,886.0,1.0,04.06.1275,6.0,4.0,1275.0,6.0,4.0,1275.0,Brno,Brno,1.0,St. Lambrecht,Neumarkt,,,,Neumarkt,,,,,Ja,1275-04-06,1275-04-06,0 days,1275-04-06,4,False
541,903,889.0,1.0,5/29/1275,29.0,5.0,1275.0,29.0,5.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja,1275-05-29,1275-05-29,0 days,1275-05-29,4,False
542,904,890.0,1.0,5/29/1275,29.0,5.0,1275.0,29.0,5.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja,1275-05-29,1275-05-29,0 days,1275-05-29,4,False
543,906,892.0,1.0,06.02.1275,2.0,6.0,1275.0,2.0,6.0,1275.0,Praha,Praha,1.0,Olomouc,Fulštejn,,,,Fulštejn,,,,,Ja,1275-06-02,1275-06-02,0 days,1275-06-02,4,False
544,907,893.0,3.0,06.05.1275,5.0,6.0,1275.0,5.0,6.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Uherský Brod,,,,,,,,,,Ja,1275-06-05,1275-06-05,0 days,1275-06-05,4,False
545,908,894.0,3.0,zwischen 5.6.1275- vor Ende Juny 1275/sicher vor 29..8.1275,5.0,6.0,1275.0,29.0,8.0,1275.0,Wien,Wien,1.0,,,,,,,,,,,-,1275-06-05,1275-08-29,85 days,1275-07-17,4,False
546,910,896.0,2.0,8/30/(1275),30.0,8.0,1275.0,30.0,8.0,1275.0,Veveří,Brno,1.0,Rein,Steiermark,Dědice,,,Bad Aussee,,,,,Ja,1275-08-30,1275-08-30,0 days,1275-08-30,4,False
547,911,897.0,3.0,09.01.1275,1.0,9.0,1275.0,1.0,9.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Głubczyce,,,,,,,,,,Ja,1275-09-01,1275-09-01,0 days,1275-09-01,4,False
548,912,898.0,1.0,09.12.1275,12.0,9.0,1275.0,12.0,9.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Waldsassen,,,,,Planá,,,,,Ja,1275-09-12,1275-09-12,0 days,1275-09-12,4,False
549,913,899.0,1.0,9/30/1275,30.0,9.0,1275.0,30.0,9.0,1275.0,Brno,Brno,1.0,Jihlava,,,,,,,,,,Ja,1275-09-30,1275-09-30,0 days,1275-09-30,4,False
550,918,904.0,3.0,kurz vor 19.12.1275,15.0,12.0,1275.0,17.0,12.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,-,1275-12-15,1275-12-17,2 days,1275-12-16,4,False
551,919,905.0,1.0,12/19/1275,19.0,12.0,1275.0,19.0,12.0,1275.0,Křivoklát,Křivoklát,1.0,Trnovany,,,,,Očihovec,Cerhovice,,,,Ja,1275-12-19,1275-12-19,0 days,1275-12-19,4,False
552,928,914.0,2.0,8.2.1276 (nicht ganz ausgeschlossen 1277),8.0,2.0,1276.0,8.0,2.0,1276.0,Praha,Praha,1.0,Teplá,,,,,,,,,,Ja,1276-02-08,1276-02-08,0 days,1276-02-08,4,False
553,929,915.0,1.0,2/25/1276,25.0,2.0,1276.0,25.0,2.0,1276.0,Praha,Praha,1.0,Gurk,,,,,Podgrad,Šentjur pri Celju,,,,Ja,1276-02-25,1276-02-25,0 days,1276-02-25,4,False
554,930,916.0,1.0,3/13/1276,13.0,3.0,1276.0,13.0,3.0,1276.0,Praha,Praha,1.0,Doksany,,,,,,,,,,Ja,1276-03-13,1276-03-13,0 days,1276-03-13,4,False
555,931,917.0,2.0,3/13/1276,13.0,3.0,1276.0,13.0,3.0,1276.0,Praha,Praha,1.0,Doksany,,,,,,,,,,Ja,1276-03-13,1276-03-13,0 days,1276-03-13,4,False
556,932,918.0,1.0,3/15/1276,15.0,3.0,1276.0,15.0,3.0,1276.0,Praha,Praha,1.0,Vilémov,,,,,,,,,,Ja,1276-03-15,1276-03-15,0 days,1276-03-15,4,False
558,934,921.0,3.0,"2.4.1276, oder auch möglich 1275",2.0,4.0,1276.0,2.0,4.0,1276.0,Poděbrady,Poděbrady,1.0,Oberösterreich,Niederösterreich,,,,,,,,,Ja,1276-04-02,1276-04-02,0 days,1276-04-02,4,False
559,935,922.0,1.0,4/28/1276,28.0,4.0,1276.0,28.0,4.0,1276.0,Brno,Brno,1.0,Olomouc,,,,,Hejčín,,,,,Ja,1276-04-28,1276-04-28,0 days,1276-04-28,4,False
561,938,925.0,1.0,05.01.1276,1.0,5.0,1276.0,1.0,5.0,1276.0,Brno,Brno,1.0,Freising,,,,,,,,,,Ja,1276-05-01,1276-05-01,0 days,1276-05-01,4,False
560,937,924.0,1.0,05.01.1276,1.0,5.0,1276.0,1.0,5.0,1276.0,Brno,Brno,1.0,Freising,,,,,Waidhofen an der Ybbs,Holenstein an der Ybbs,Ulmerfeld,,,Ja,1276-05-01,1276-05-01,0 days,1276-05-01,4,False
562,939,926.0,2.0,05.03.1276,3.0,5.0,1276.0,3.0,5.0,1276.0,Brno,Brno,1.0,Seckau,Massenburg,,,,Massenburg,,,,,Ja,1276-05-03,1276-05-03,0 days,1276-05-03,4,False
557,933,920.0,3.0,"wohl Anfang des Jahres 1276, vor 28.4.1276, nicht ganz ausgeschlossen nach 9.7.- vor 6.10.",1.0,1.0,1276.0,6.0,10.0,1276.0,Praha,Praha,1.0,Wien,,,,,,,,,,M,1276-01-01,1276-10-06,279 days,1276-05-19,4,False
563,941,928.0,1.0,5/27/1276,27.0,5.0,1276.0,27.0,5.0,1276.0,Znojmo,Znojmo,1.0,Olomouc,,,,,Rozvadovice,,,,,Ja,1276-05-27,1276-05-27,0 days,1276-05-27,4,False
564,942,929.0,1.0,5/28/1276,28.0,5.0,1276.0,28.0,5.0,1276.0,Znojmo,Znojmo,1.0,Brno,,,,,,,,,,Ja,1276-05-28,1276-05-28,0 days,1276-05-28,4,False
565,943,930.0,1.0,5/31/1276,31.0,5.0,1276.0,31.0,5.0,1276.0,Znojmo,Znojmo,1.0,Klosterneuburg,,,,,,,,,,Ja,1276-05-31,1276-05-31,0 days,1276-05-31,4,False
566,944,931.0,1.0,06.02.1276,2.0,6.0,1276.0,2.0,6.0,1276.0,Znojmo,Znojmo,1.0,Freising,,,,,Theiß,,,,,Ja,1276-06-02,1276-06-02,0 days,1276-06-02,4,False
567,945,932.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,,,,,Dobrenje,,,,,Ja,1276-06-03,1276-06-03,0 days,1276-06-03,4,False
568,946,933.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,,,,,Neumarkt,,,,,Ja,1276-06-03,1276-06-03,0 days,1276-06-03,4,False
569,947,934.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,Linz,,,,Linz,,,,,Ja,1276-06-03,1276-06-03,0 days,1276-06-03,4,False
570,948,935.0,1.0,06.06.1276,6.0,6.0,1276.0,6.0,6.0,1276.0,Přištpo,Přištpo,1.0,Nová Říše,,,,,,,,,,Ja,1276-06-06,1276-06-06,0 days,1276-06-06,4,False
571,950,936.0,1.0,07.07.1276,7.0,7.0,1276.0,7.0,7.0,1276.0,Freistadt,Freistadt,1.0,Baumgartenberg,Krems an der Donau,,,,Krems an der Donau,,,,,Ja,1276-07-07,1276-07-07,0 days,1276-07-07,4,False
572,951,937.0,1.0,07.07.1276,7.0,7.0,1276.0,7.0,7.0,1276.0,Freistadt,Freistadt,1.0,Baumgartenberg,,,,,,,,,,Ja,1276-07-07,1276-07-07,0 days,1276-07-07,4,False
573,954,940.0,1.0,8.7.1276,8.0,7.0,1276.0,8.0,7.0,1276.0,Freistadt,Freistadt,1.0,Gleink,,,,,Haidershofen,,,,,Ja,1276-07-08,1276-07-08,0 days,1276-07-08,4,False
574,955,941.0,1.0,08.02.1276,2.0,8.0,1276.0,2.0,8.0,1276.0,Praha,Praha,1.0,Stainz,,,,,,,,,,Ja,1276-08-02,1276-08-02,0 days,1276-08-02,4,False
575,956,942.0,3.0,8/26/(1276),26.0,8.0,1276.0,26.0,8.0,1276.0,Praha,Praha,1.0,Spital am Pyhrn,Kremsmünster,,,,Windischgarsten,,,,,Ja,1276-08-26,1276-08-26,0 days,1276-08-26,4,False
576,957,943.0,1.0,8/30/1276,30.0,8.0,1276.0,30.0,8.0,1276.0,Praha,Praha,1.0,Spital am Pyhrn,,,,,Windischgarsten,,,,,Ja,1276-08-30,1276-08-30,0 days,1276-08-30,4,False
577,960,946.0,1.0,09.07.1276,7.0,9.0,1276.0,7.0,9.0,1276.0,Praha,Praha,1.0,Judenburg,,,,,,,,,,Ja,1276-09-07,1276-09-07,0 days,1276-09-07,4,False
579,975,961.0,1.0,10.06.1276,6.0,10.0,1276.0,6.0,10.0,1276.0,Freistadt,Freistadt,1.0,Puchheim,,,,,Valtice,,,,,Ja,1276-10-06,1276-10-06,0 days,1276-10-06,4,False
578,974,960.0,2.0,um 6.10.1276,1.0,10.0,1276.0,11.0,10.0,1276.0,Freistadt,Freistadt,1.0,,,,,,,,,,,-,1276-10-01,1276-10-11,10 days,1276-10-06,4,False
580,977,963.0,2.0,Kurz nach 6.10.1276,8.0,10.0,1276.0,10.0,10.0,1276.0,Zwettl,Zwettl,1.0,Zwettl,,,,,,,,,,M,1276-10-08,1276-10-10,2 days,1276-10-09,4,False
581,978,964.0,2.0,Länger nach 6.10.1276,11.0,10.0,1276.0,16.0,10.0,1276.0,Drosendorf,Drosendorf,1.0,,,,,,,,,,,-,1276-10-11,1276-10-16,5 days,1276-10-13,4,False
582,979,965.0,2.0,"Um die Mitte Oktobers und die zweite Hälfte von Oktober, bis zum Ende Novembers 1276",10.0,10.0,1276.0,30.0,11.0,1276.0,Korneuburg,Wien,1.0,,,,,,,,,,,-,1276-10-10,1276-11-30,51 days,1276-11-04,4,False
583,997,983.0,1.0,25.11.1276,25.0,11.0,1276.0,25.0,11.0,1276.0,Kahlenberg (heute Leopoldberg),Wien,2.0,,,,,,,,,,,-,1276-11-25,1276-11-25,0 days,1276-11-25,5,False
584,998,984.0,1.0,26.11.1276,26.0,11.0,1276.0,26.0,11.0,1276.0,Wien,Wien,2.0,,,,,,,,,,,Ja,1276-11-26,1276-11-26,0 days,1276-11-26,5,False
585,1000,986.0,3.0,wohl Dezember 1276,1.0,12.0,1276.0,31.0,12.0,1276.0,Praha,Praha,1.0,,,,,,,,,,,-,1276-12-01,1276-12-31,30 days,1276-12-16,5,False
587,1004,990.0,1.0,4/20/1277,20.0,4.0,1277.0,20.0,4.0,1277.0,Brno,Brno,1.0,Opava,,,,,Skřípov,,,,,Ja,1277-04-20,1277-04-20,0 days,1277-04-20,5,False
589,1010,996.0,2.0,zwischen 20.-27.4. 1277,20.0,4.0,1277.0,27.0,4.0,1277.0,Brno,Brno,1.0,Nürnberg,,,,,,,,,,Ja,1277-04-20,1277-04-27,7 days,1277-04-23,5,False
588,1009,995.0,2.0,zwischen 20.-27.4. 1277,20.0,4.0,1277.0,27.0,4.0,1277.0,Brno,Brno,1.0,Olomouc,Bítov,,,,,,,,,M,1277-04-20,1277-04-27,7 days,1277-04-23,5,False
590,1011,997.0,2.0,05.01.1277,1.0,5.0,1277.0,1.0,5.0,1277.0,Brno,Brno,1.0,Břevnov,,,,,Žďákov,,,,,Ja,1277-05-01,1277-05-01,0 days,1277-05-01,5,False
591,1014,1000.0,2.0,14.5.1277,14.0,5.0,1277.0,14.0,5.0,1277.0,Jindřichův Hradec,Jindřichův Hradec,1.0,Nürnberg,,,,,,,,,,Ja,1277-05-14,1277-05-14,0 days,1277-05-14,5,False
593,1017,1003.0,3.0,26.5.(1277),26.0,5.0,1277.0,26.0,5.0,1277.0,Hradec Králové,Hradec Králové,1.0,,,,,,,,,,,Ja,1277-05-26,1277-05-26,0 days,1277-05-26,5,False
594,1018,1004.0,1.0,5/30/1277,30.0,5.0,1277.0,30.0,5.0,1277.0,Praha,Praha,1.0,Plasy,,,,,Řeporyje,,,,,Ja,1277-05-30,1277-05-30,0 days,1277-05-30,5,False
595,1019,1005.0,1.0,06.01.1277,1.0,6.0,1277.0,1.0,6.0,1277.0,Praha,Praha,1.0,Ostrov,,,,,Jemníky,Dolní Černošice,Lahovice,,,Ja,1277-06-01,1277-06-01,0 days,1277-06-01,5,False
592,1015,1001.0,3.0,18.5.1277 (nicht ganz ausgeschlossen 17.6.1277),18.0,5.0,1277.0,17.0,6.0,1277.0,Praha,Praha,1.0,Nürnberg,,,,,,,,,,Ja,1277-05-18,1277-06-17,30 days,1277-06-02,5,False
596,1020,1006.0,3.0,20.6.(1277),20.0,6.0,1277.0,20.0,6.0,1277.0,Uničov,Uničov,1.0,Nürnberg,,,,,,,,,,Ja,1277-06-20,1277-06-20,0 days,1277-06-20,5,False
597,1021,1007.0,3.0,26.6.(1277),26.0,6.0,1277.0,26.0,6.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Nürnberg,,,,,,,,,,Ja,1277-06-26,1277-06-26,0 days,1277-06-26,5,False
598,1022,1008.0,3.0,30.6.(1277),30.0,6.0,1277.0,30.0,6.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Nürnberg,,,,,,,,,,Ja,1277-06-30,1277-06-30,0 days,1277-06-30,5,False
599,1025,1011.0,3.0,15.7.1277,15.0,7.0,1277.0,15.0,7.0,1277.0,Wrocław,Wrocław,2.0,Nürnberg,,,,,,,,,,Ja,1277-07-15,1277-07-15,0 days,1277-07-15,5,False
600,1026,1012.0,3.0,um 15.7.1277,10.0,7.0,1277.0,20.0,7.0,1277.0,Wrocław,Wrocław,2.0,,,,,,,,,,,-,1277-07-10,1277-07-20,10 days,1277-07-15,5,False
601,1027,1013.0,3.0,Nach Mitte Juli,15.0,7.0,1277.0,22.0,7.0,1277.0,Wrocław,Wrocław,2.0,Nürnberg,,,,,,,,,,Ja,1277-07-15,1277-07-22,7 days,1277-07-18,5,False
602,1029,1015.0,3.0,15.8.(1277),15.0,8.0,1277.0,15.0,8.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Olomouc,,,,,,,,,,Ja,1277-08-15,1277-08-15,0 days,1277-08-15,5,False
586,1003,989.0,3.0,Nach 27.3- kurz vor 20.4.1277,30.0,12.0,1277.0,17.0,4.0,1277.0,Opava,Opava,1.0,,,,,,,,,,,-,1277-12-30,1277-04-17,-257 days,1277-08-23,5,False
603,1032,1018.0,1.0,4.9.1277,4.0,9.0,1277.0,4.0,9.0,1277.0,Praha,Praha,1.0,Doubravník,,,,,Brno,Řečkovice,Jundrov,,,Ja,1277-09-04,1277-09-04,0 days,1277-09-04,5,False
604,1033,1019.0,2.0,8.9.1277,8.0,9.0,1277.0,8.0,9.0,1277.0,Praha,Praha,1.0,Praha,,,,,,,,,,M,1277-09-08,1277-09-08,0 days,1277-09-08,5,False
605,1034,1020.0,1.0,09.12.1277,12.0,9.0,1277.0,12.0,9.0,1277.0,Praha,Praha,1.0,,,,,,,,,,,Ja,1277-09-12,1277-09-12,0 days,1277-09-12,5,False
606,1035,1021.0,1.0,10/16/1277,16.0,10.0,1277.0,16.0,10.0,1277.0,Litoměřice,Litoměřice,1.0,Vyšehrad,Litoměřice,,,,,,,,,Ja,1277-10-16,1277-10-16,0 days,1277-10-16,5,False
607,1036,1022.0,1.0,10/31/(1277),31.0,10.0,1277.0,31.0,10.0,1277.0,Poděbrady,Poděbrady,1.0,,,,,,,,,,,Ja,1277-10-31,1277-10-31,0 days,1277-10-31,5,False
608,1038,1024.0,3.0,Ende 1277,1.0,12.0,1277.0,31.0,12.0,1277.0,Opava,Opava,1.0,,,,,,,,,,,-,1277-12-01,1277-12-31,30 days,1277-12-16,5,False
609,1042,1028.0,1.0,01.10.1278,10.0,1.0,1278.0,10.0,1.0,1278.0,Olomouc,Olomouc,1.0,Uherský Brod,,,,,,,,,,Ja,1278-01-10,1278-01-10,0 days,1278-01-10,5,False
610,1045,1031.0,2.0,1/24/1278,24.0,1.0,1278.0,24.0,1.0,1278.0,Brno,Brno,1.0,Kłodzko,,,,,,,,,,Ja,1278-01-24,1278-01-24,0 days,1278-01-24,5,False
611,1046,1032.0,3.0,7.2.1278,7.0,2.0,1278.0,7.0,2.0,1278.0,Praha,Praha,1.0,Frýdlant,,,,,Frýdlant,,,,,M,1278-02-07,1278-02-07,0 days,1278-02-07,5,False
