,Unnamed: 0,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller,date_post,date_ante,date_delta,date_middle,period,invalid
116,180,155.0,2.0,(wahrscheinlich 1.8. aber in der Urk. ist)19.7.1256,19.0,7.0,1256.0,1.0,8.0,1256.0,Wien,Wien,1.0,,,,,,Ernstbrunn,Wien,,,,Ja,1256-07-19,1256-08-01,13 days,1256-07-25,2,False
117,182,156.0,3.0,Nach wohl 1.8.-vor. 9.8.1256,4.0,8.0,1256.0,6.0,8.0,1256.0,Praha,Praha,1.0,,,,,,,,,,,-,1256-08-04,1256-08-06,2 days,1256-08-05,2,False
118,185,157.0,1.0,14.11.1256,14.0,11.0,1256.0,14.0,11.0,1256.0,Krems an der Donau,Krems an der Donau,1.0,Salzburg,,,,,,,,,,Ja,1256-11-14,1256-11-14,0 days,1256-11-14,2,False
119,186,158.0,1.0,30.11.1256,30.0,11.0,1256.0,30.0,11.0,1256.0,Wien,Wien,1.0,Ardagger,,,,,Ardagger,,,,,Ja,1256-11-30,1256-11-30,0 days,1256-11-30,2,False
120,188,160.0,1.0,10.12.1256,10.0,12.0,1256.0,10.0,12.0,1256.0,Wien,Wien,1.0,Melk,,,,,,,,,,Ja,1256-12-10,1256-12-10,0 days,1256-12-10,2,False
121,191,163.0,1.0,18. 12.1256,18.0,12.0,1256.0,18.0,12.0,1256.0,Wien,Wien,1.0,Heiligenkreuz,,,,,Hainburg,,,,,Ja,1256-12-18,1256-12-18,0 days,1256-12-18,2,False
122,193,165.0,1.0,28.12.1256,28.0,12.0,1256.0,28.0,12.0,1256.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1256-12-28,1256-12-28,0 days,1256-12-28,2,False
123,200,171.0,1.0,7.1.1257,7.0,1.0,1257.0,7.0,1.0,1257.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1257-01-07,1257-01-07,0 days,1257-01-07,2,False
124,201,172.0,1.0,12.1.1257,12.0,1.0,1257.0,12.0,1.0,1257.0,Praha,Praha,1.0,Praha,,,,,Plchov,,,,,Ja,1257-01-12,1257-01-12,0 days,1257-01-12,2,False
125,203,174.0,1.0,13.2.1257,13.0,2.0,1257.0,13.0,2.0,1257.0,Praha,Praha,1.0,Praha,,,,,Zlíchov,Prag,,,,Ja,1257-02-13,1257-02-13,0 days,1257-02-13,2,False
126,205,176.0,1.0,23.4.1257,23.0,4.0,1257.0,23.0,4.0,1257.0,Linz,Linz,1.0,Passau,,,,,,,,,,Ja,1257-04-23,1257-04-23,0 days,1257-04-23,2,False
127,207,178.0,1.0,9.5.1257,9.0,5.0,1257.0,9.0,5.0,1257.0,Wiener Neustadt,Wiener Neustadt,1.0,Lilienfeld,,,,,Stratzing,,,,,Ja,1257-05-09,1257-05-09,0 days,1257-05-09,2,False
128,208,179.0,1.0,9.5.1257,9.0,5.0,1257.0,9.0,5.0,1257.0,Wiener Neustadt,Wiener Neustadt,1.0,,,,,,,,,,,-,1257-05-09,1257-05-09,0 days,1257-05-09,2,False
129,210,181.0,1.0,19.7.1257,19.0,7.0,1257.0,19.0,7.0,1257.0,Lilienfeld,Lilienfeld,1.0,Lilienfeld,,,,,,,,,,Ja,1257-07-19,1257-07-19,0 days,1257-07-19,2,False
130,211,182.0,3.0,in der Hälfte August 1257,10.0,8.0,1257.0,20.0,8.0,1257.0,Passau,Passau,2.0,,,,,,,,,,,-,1257-08-10,1257-08-20,10 days,1257-08-15,2,False
131,212,183.0,3.0,in der Hälfte August 1257,15.0,8.0,1257.0,20.0,8.0,1257.0,Vilstal,Vilstal,2.0,,,,,,,,,,,-,1257-08-15,1257-08-20,5 days,1257-08-17,2,False
132,214,185.0,1.0,25.8.1257,25.0,8.0,1257.0,25.0,8.0,1257.0,Mühldorf,Mühldorf,2.0,,,,,,,,,,,-,1257-08-25,1257-08-25,0 days,1257-08-25,2,False
133,215,186.0,2.0,Nach 25.8.1257,28.0,8.0,1257.0,1.0,9.0,1257.0,Tittmoning,Tittmoning,2.0,,,,,,,,,,,-,1257-08-28,1257-09-01,4 days,1257-08-30,2,False
134,216,187.0,2.0,Nach 25. 8.1257 später,31.0,8.0,1257.0,4.0,9.0,1257.0,Laufen,Laufen,2.0,,,,,,,,,,,-,1257-08-31,1257-09-04,4 days,1257-09-02,2,False
135,217,188.0,2.0,Nach 25.8.1257 noch später,3.0,9.0,1257.0,7.0,9.0,1257.0,Vöcklabruck,Vöcklabruck,2.0,,,,,,,,,,,-,1257-09-03,1257-09-07,4 days,1257-09-05,2,False
136,219,190.0,1.0,15.10.1257,15.0,10.0,1257.0,15.0,10.0,1257.0,Plasy,Plasy,1.0,Velehrad,Uherské Hradiště,,,,,,,,,Ja,1257-10-15,1257-10-15,0 days,1257-10-15,2,False
137,220,191.0,1.0,24.10.1257,24.0,10.0,1257.0,24.0,10.0,1257.0,Plasy,Plasy,1.0,Plasy,,,,,Plzeň,Stříbro,Rakovník,,,Ja,1257-10-24,1257-10-24,0 days,1257-10-24,2,False
138,227,197.0,3.0,(Janur) 1258,1.0,1.0,1258.0,31.0,1.0,1258.0,Praha,Praha,1.0,Praha,,,,,Praha,,,,,Ja,1258-01-01,1258-01-31,30 days,1258-01-16,2,False
140,229,199.0,1.0,1.2.1258,1.0,2.0,1258.0,1.0,2.0,1258.0,Wien,Wien,1.0,St. Florian,,,,,,,,,,Ja,1258-02-01,1258-02-01,0 days,1258-02-01,2,False
141,231,200.0,2.0,(Kurz vor 12.2.1258 oder genau am 12.2.1258),8.0,2.0,1258.0,12.0,2.0,1258.0,Wien,Wien,1.0,Altenburg (bei Wilhelmsburg),Hohenberg,Lilienfeld,,,Türnitz,Stranzendorf,,,,Ja,1258-02-08,1258-02-12,4 days,1258-02-10,2,False
139,228,198.0,2.0,Vor 1.2.1258,25.0,1.0,1258.0,28.0,2.0,1258.0,Praha,Praha,1.0,,,,,,,,,,,-,1258-01-25,1258-02-28,34 days,1258-02-11,2,False
142,232,201.0,1.0,12.2.1258,12.0,2.0,1258.0,12.0,2.0,1258.0,Wien,Wien,1.0,,,,,,,,,,,-,1258-02-12,1258-02-12,0 days,1258-02-12,2,False
143,233,202.0,1.0,13.2.1258,13.0,2.0,1258.0,13.0,2.0,1258.0,Wien,Wien,1.0,,,,,,,,,,,-,1258-02-13,1258-02-13,0 days,1258-02-13,2,False
144,235,204.0,2.0,25.3.1258+,25.0,3.0,1258.0,25.0,3.0,1258.0,Písek,Písek,1.0,Břevnov,,,,,Sebranice,Sobotovice,,,,Ja,1258-03-25,1258-03-25,0 days,1258-03-25,2,False
145,237,205.0,3.0,"15.5. (1255 oder 1256, aber am wahrscheinlichsten 1258)",15.0,5.0,1258.0,15.0,5.0,1258.0,Zvíkov,Zvíkov,1.0,Brno,Brno,,,,,,,,,Ja,1258-05-15,1258-05-15,0 days,1258-05-15,2,False
147,239,207.0,1.0,23.5.1258,23.0,5.0,1258.0,23.0,5.0,1258.0,Uherské Hradiště,Uherské Hradiště,1.0,Uherské Hradiště,,,,,,,,,,Ja,1258-05-23,1258-05-23,0 days,1258-05-23,2,False
146,238,206.0,1.0,23.5.1258,23.0,5.0,1258.0,23.0,5.0,1258.0,Uherské Hradiště,Uherské Hradiště,1.0,Velehrad,,,,,Uherské Hradiště,,,,,Ja,1258-05-23,1258-05-23,0 days,1258-05-23,2,False
148,240,208.0,3.0,22.7. (1258),22.0,7.0,1258.0,22.0,7.0,1258.0,Wien,Wien,1.0,Salzburg,,,,,,,,,,Ja,1258-07-22,1258-07-22,0 days,1258-07-22,2,False
149,241,209.0,2.0,6.8.1258++ falsch ist nur teil der Urk.,6.0,8.0,1258.0,6.0,8.0,1258.0,Křivoklát,Křivoklát,1.0,Jevíčko,,,,,,,,,,Ja,1258-08-06,1258-08-06,0 days,1258-08-06,2,False
150,242,210.0,3.0,August (nach 6.8) 1258,6.0,8.0,1258.0,31.0,8.0,1258.0,Loket,Loket,1.0,,,,,,,,,,,-,1258-08-06,1258-08-31,25 days,1258-08-18,2,False
151,244,212.0,3.0,(Kurz nach 1.10. ) 1258,3.0,10.0,1258.0,5.0,10.0,1258.0,Dobříš,Dobříš,1.0,Vyšehrad,,,,,,,,,,Ja,1258-10-03,1258-10-05,2 days,1258-10-04,2,False
154,248,215.0,3.0,Oktober (um 12.X.) 1258,12.0,10.0,1258.0,12.0,10.0,1258.0,Wels,Wels,1.0,Kremsmünster,,,,,,,,,,Ja,1258-10-12,1258-10-12,0 days,1258-10-12,2,False
152,246,213.0,3.0,Oktober (um 12.X.) 1258,12.0,10.0,1258.0,12.0,10.0,1258.0,Wels,Wels,1.0,Kremsmünster,,,,,Viechtwang,,,,,Ja,1258-10-12,1258-10-12,0 days,1258-10-12,2,False
153,247,214.0,3.0,Oktober (um 12.X.) 1258,12.0,10.0,1258.0,12.0,10.0,1258.0,Wels,Wels,1.0,Kremsmünster,,,,,,,,,,Ja,1258-10-12,1258-10-12,0 days,1258-10-12,2,False
156,250,217.0,1.0,17.10.1258,17.0,10.0,1258.0,17.0,10.0,1258.0,Brno,Brno,1.0,Tišnov,,,,,Brno,,,,,Ja,1258-10-17,1258-10-17,0 days,1258-10-17,2,False
155,249,216.0,1.0,17.10.1258,17.0,10.0,1258.0,17.0,10.0,1258.0,Brno,Brno,1.0,Tišnov,,,,,Brno,,,,,Ja,1258-10-17,1258-10-17,0 days,1258-10-17,2,False
157,253,219.0,3.0,"28.III. (am wahrscheinlichsten 1259, nicht ganz ausgeschlossen 1257)",28.0,3.0,1259.0,28.0,3.0,1259.0,Krems an der Donau,Krems an der Donau,1.0,Zwettl,,,,,,,,,,Ja,1259-03-28,1259-03-28,0 days,1259-03-28,2,False
158,254,220.0,3.0,13. 4. (1257 oder wahrscheinlicher 1259),13.0,4.0,1259.0,13.0,4.0,1259.0,Wien,Wien,1.0,Klosterneuburg,,,,,,,,,,Ja,1259-04-13,1259-04-13,0 days,1259-04-13,2,False
159,256,222.0,1.0,18.4.1259,18.0,4.0,1259.0,18.0,4.0,1259.0,Wien,Wien,1.0,St. Pölten,,,,,,,,,,Ja,1259-04-18,1259-04-18,0 days,1259-04-18,2,False
160,257,223.0,2.0,Vor 6.5.1259,1.0,5.0,1259.0,3.0,5.0,1259.0,Enns,Enns,1.0,,,,,,,,,,,-,1259-05-01,1259-05-03,2 days,1259-05-02,2,False
161,258,224.0,1.0,6.5.1259,30.0,4.0,1259.0,6.0,5.0,1259.0,Wels,Wels,1.0,Erla,,,,,,,,,,Ja,1259-04-30,1259-05-06,6 days,1259-05-03,2,False
162,259,225.0,1.0,10.5.1259,10.0,5.0,1259.0,10.0,5.0,1259.0,Wels,Wels,1.0,Seitenstetten,,,,,,,,,,Ja,1259-05-10,1259-05-10,0 days,1259-05-10,2,False
163,260,226.0,1.0,Vor 27.7.1259,21.0,7.0,1259.0,24.0,7.0,1259.0,Hradec Králové,Hradec Králové,1.0,,,,,,,,,,,-,1259-07-21,1259-07-24,3 days,1259-07-22,2,False
165,262,228.0,3.0,27.7.1259++,27.0,7.0,1259.0,27.0,7.0,1259.0,Praha,Praha,1.0,Litomyšl,Litomyšl,,,,,,,,,Ja,1259-07-27,1259-07-27,0 days,1259-07-27,2,False
164,261,227.0,1.0,27.7.1259,27.0,7.0,1259.0,27.0,7.0,1259.0,Praha,Praha,1.0,Litomyšl,Litomyšl,,,,,,,,,Ja,1259-07-27,1259-07-27,0 days,1259-07-27,2,False
166,265,231.0,1.0,16.10.1259,16.0,10.0,1259.0,16.0,10.0,1259.0,Wien,Wien,1.0,Passau,Niederösterreich,Oberösterreich,,,,,,,,Ja,1259-10-16,1259-10-16,0 days,1259-10-16,2,False
167,266,232.0,3.0,16.10. (1259),16.0,10.0,1259.0,16.0,10.0,1259.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja,1259-10-16,1259-10-16,0 days,1259-10-16,2,False
170,271,237.0,3.0,(am wahrscheinlichsten vor oder ganau 17.XI.) 1259,11.0,11.0,1259.0,17.0,11.0,1259.0,Krems an der Donau,Krems an der Donau,1.0,Zwettl,Großotten,,,,,,,,,Ja,1259-11-11,1259-11-17,6 days,1259-11-14,2,False
168,267,233.0,1.0,17.11.1259,17.0,11.0,1259.0,17.0,11.0,1259.0,Krems an der Donau,Krems an der Donau,1.0,Emmersdorf an der Donau,,,,,,,,,,Ja,1259-11-17,1259-11-17,0 days,1259-11-17,2,False
169,268,234.0,1.0,17.11.1259,17.0,11.0,1259.0,17.0,11.0,1259.0,Krems an der Donau,Krems an der Donau,1.0,Tegernsee,,,,,,,,,,Ja,1259-11-17,1259-11-17,0 days,1259-11-17,2,False
171,272,238.0,1.0,(wahrscheinlicher ist aber 18. 11) 17.11.1259,18.0,11.0,1259.0,18.0,11.0,1259.0,Znojmo,Znojmo,1.0,Grobniki,Głubczyce,,,,,,,,,Ja,1259-11-18,1259-11-18,0 days,1259-11-18,2,False
172,273,239.0,1.0,2.12.1259,2.0,12.0,1259.0,2.0,12.0,1259.0,Zwettl,Zwettl,1.0,Zwettl,,,,,,,,,,Ja,1259-12-02,1259-12-02,0 days,1259-12-02,2,False
173,276,242.0,3.0,Winter 1259/1260 (vor 30.1.1260),22.0,12.0,1259.0,30.0,1.0,1260.0,Wien,Wien,1.0,Steiermark,,,,,,,,,,M,1259-12-22,1260-01-30,39 days,1260-01-10,2,False
174,277,243.0,3.0,23.1. am wahrscheinlichsten 1260 (ganz auschliessen ist auch nicht das Jahr 1259,23.0,1.0,1260.0,23.0,1.0,1260.0,Gaming,Gaming,1.0,Passau,Niederösterreich,Oberösterreich,,,,,,,,Ja,1260-01-23,1260-01-23,0 days,1260-01-23,2,False
175,278,244.0,1.0,30.1.1260,30.0,1.0,1260.0,30.0,1.0,1260.0,Wien,Wien,1.0,Hardegg,,,,,Raabs an der Thaya,Retz,Leitzersdorf,Oberweiden,Obermarkesdorf,Ja,1260-01-30,1260-01-30,0 days,1260-01-30,2,False
176,279,245.0,3.0,9.2.1260+,9.0,2.0,1260.0,9.0,2.0,1260.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja,1260-02-09,1260-02-09,0 days,1260-02-09,2,False
177,280,246.0,1.0,13.2.1260,13.0,2.0,1260.0,13.0,2.0,1260.0,Sitzenberg,Sitzenberg,1.0,Wien,,,,,Leobendorf,,,,,Ja,1260-02-13,1260-02-13,0 days,1260-02-13,2,False
178,281,247.0,2.0,(Nach 14.2.-um 4.3. 10.3.) 1260,17.0,2.0,1260.0,4.0,3.0,1260.0,Křivoklát,Křivoklát,1.0,Waldsassen,,,,,Žatec,,,,,Ja,1260-02-17,1260-03-04,16 days,1260-02-25,2,False
179,286,251.0,1.0,10/3/1260,10.0,3.0,1260.0,10.0,3.0,1260.0,Wien,Wien,1.0,Rein,,,,,,,,,,Ja,1260-03-10,1260-03-10,0 days,1260-03-10,2,False
180,288,253.0,1.0,4.4.1260,4.0,4.0,1260.0,4.0,4.0,1260.0,Písek,Písek,1.0,Opava,,,,,Opava,,,,,Ja,1260-04-04,1260-04-04,0 days,1260-04-04,2,False
181,289,254.0,1.0,26.4.1260,26.0,4.0,1260.0,26.0,4.0,1260.0,Praha,Praha,1.0,Břevnov,,,,,Praha,,,,,Ja,1260-04-26,1260-04-26,0 days,1260-04-26,2,False
182,290,255.0,1.0,26.4.1260,26.0,4.0,1260.0,26.0,4.0,1260.0,Praha,Praha,1.0,Olomouc,,,,,Praha,Nenakovice,Rudeč,,,Ja,1260-04-26,1260-04-26,0 days,1260-04-26,2,False
183,291,256.0,1.0,24.5.1260,24.0,5.0,1260.0,24.0,5.0,1260.0,Linz,Linz,1.0,Rein,Steiermark,,,,Helfenstein,,,,,Ja,1260-05-24,1260-05-24,0 days,1260-05-24,2,False
186,299,259.0,1.0,26.6.1260,26.0,6.0,1260.0,26.0,6.0,1260.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-,1260-06-26,1260-06-26,0 days,1260-06-26,2,False
185,298,258.0,1.0,26.6.1260,26.0,6.0,1260.0,26.0,6.0,1260.0,Staatz,Staatz,1.0,,,,,,,,,,,-,1260-06-26,1260-06-26,0 days,1260-06-26,2,False
184,297,257.0,1.0,26.6.1260,26.0,6.0,1260.0,26.0,6.0,1260.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-,1260-06-26,1260-06-26,0 days,1260-06-26,2,False
187,300,260.0,1.0,(26.6.-4.7.)1260,26.0,6.0,1260.0,4.0,7.0,1260.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-,1260-06-26,1260-07-04,8 days,1260-06-30,2,False
188,301,261.0,1.0,4.7.1260,4.0,7.0,1260.0,4.0,7.0,1260.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-,1260-07-04,1260-07-04,0 days,1260-07-04,2,False
189,302,262.0,2.0,(Nach 4.7. - vor 11.7.) 1260,7.0,7.0,1260.0,8.0,7.0,1260.0,Laa an der Thaya,Laa an der Thaya,1.0,Rožmberk nad Vltavou,Raabs an der Thaya,,,,Raabs an der Thaya,,,,,Ja,1260-07-07,1260-07-08,1 days,1260-07-07,2,False
190,304,263.0,1.0,11. und 12. 7.1260,11.0,7.0,1260.0,12.0,7.0,1260.0,Groißenbrunn,Groißenbrunn,1.0,,,,,,,,,,,-,1260-07-11,1260-07-12,1 days,1260-07-11,2,False
191,305,264.0,3.0,Nach 13.7.1260 - vor 25.7.1260,16.0,7.0,1260.0,22.0,7.0,1260.0,Bratislava,Bratislava,1.0,Bratislava,Ptuj,,,,,,,,,M,1260-07-16,1260-07-22,6 days,1260-07-19,3,False
192,306,265.0,3.0,Nach 13.7.1260 - wohl vor 25.7.1260,16.0,7.0,1260.0,22.0,7.0,1260.0,Bratislava,Bratislava,2.0,,,,,,,,,,,Ja,1260-07-16,1260-07-22,6 days,1260-07-19,3,False
193,307,266.0,1.0,7/25/1260,25.0,7.0,1260.0,25.0,7.0,1260.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja,1260-07-25,1260-07-25,0 days,1260-07-25,3,False
194,310,267.0,1.0,22.8.1260,22.0,8.0,1260.0,22.0,8.0,1260.0,Praha,Praha,1.0,,,,,,,,,,,-,1260-08-22,1260-08-22,0 days,1260-08-22,3,False
195,311,268.0,3.0,10.07.1260,7.0,10.0,1260.0,7.0,10.0,1260.0,Praha,Praha,1.0,Praha,Plasy,,,,Neprobylice,,,,,Ja,1260-10-07,1260-10-07,0 days,1260-10-07,3,False
196,312,269.0,3.0,8.10.1260,8.0,10.0,1260.0,8.0,10.0,1260.0,Praha,Praha,1.0,,,,,,,,,,,Ja,1260-10-08,1260-10-08,0 days,1260-10-08,3,False
197,316,271.0,1.0,12/21/1260,21.0,12.0,1260.0,21.0,12.0,1260.0,Graz,Graz,1.0,Viktring,,,,,,,,,,Ja,1260-12-21,1260-12-21,0 days,1260-12-21,3,False
198,317,272.0,1.0,12/22/1260,22.0,12.0,1260.0,22.0,12.0,1260.0,Graz,Graz,1.0,St. Lambrecht,,,,,St. Lambrecht,Dürnberg,,,,Ja,1260-12-22,1260-12-22,0 days,1260-12-22,3,False
204,323,278.0,2.0,21.-25. 12. 1260,21.0,12.0,1260.0,25.0,12.0,1260.0,Graz,Graz,1.0,St. Lambrecht,,,,,,,,,,Ja,1260-12-21,1260-12-25,4 days,1260-12-23,3,False
199,318,273.0,1.0,12/23/1260,23.0,12.0,1260.0,23.0,12.0,1260.0,Graz,Graz,1.0,Freising,,,,,,,,,,Ja,1260-12-23,1260-12-23,0 days,1260-12-23,3,False
200,319,274.0,1.0,24.12.1260,24.0,12.0,1260.0,24.0,12.0,1260.0,Graz,Graz,1.0,Lavanttal,Pfannberg,,,,,,,,,M,1260-12-24,1260-12-24,0 days,1260-12-24,3,False
201,320,275.0,1.0,12/25/1260,25.0,12.0,1260.0,25.0,12.0,1260.0,Graz,Graz,1.0,Gratwein,Seckau,,,,,,,,,Ja,1260-12-25,1260-12-25,0 days,1260-12-25,3,False
202,321,276.0,1.0,12/25/1260,25.0,12.0,1260.0,25.0,12.0,1260.0,Graz,Graz,1.0,Rein,,,,,Söding,,,,,Ja,1260-12-25,1260-12-25,0 days,1260-12-25,3,False
203,322,277.0,1.0,12/25/1260,25.0,12.0,1260.0,25.0,12.0,1260.0,Graz,Graz,1.0,Rein,,,,,Söding,,,,,Ja,1260-12-25,1260-12-25,0 days,1260-12-25,3,False
205,327,282.0,1.0,01.09.1261,9.0,1.0,1261.0,9.0,1.0,1261.0,Havlíčkův Brod,Havlíčkův Brod,1.0,Havlíčkův Brod,,,,,Havlíčkův Brod,,,,,Ja,1261-01-09,1261-01-09,0 days,1261-01-09,3,False
206,328,283.0,1.0,1/21/1261,21.0,1.0,1261.0,21.0,1.0,1261.0,Kravaře u České Lípy,Kravaře u České Lípy,1.0,Doksany,,,,,,,,,,Ja,1261-01-21,1261-01-21,0 days,1261-01-21,3,False
207,329,284.0,1.0,1/30/1261,30.0,1.0,1261.0,30.0,1.0,1261.0,Most,Most,1.0,Most,,,,,Most,,,,,Ja,1261-01-30,1261-01-30,0 days,1261-01-30,3,False
208,330,285.0,1.0,02.01.1261,1.0,2.0,1261.0,1.0,2.0,1261.0,Žatec,Žatec,1.0,Chomutov,Miletín,,,,,,,,,Ja,1261-02-01,1261-02-01,0 days,1261-02-01,3,False
209,332,286.0,1.0,3/30/1261,30.0,3.0,1261.0,30.0,3.0,1261.0,Wien,Wien,1.0,Lilienfeld,,,,,Wetzleinsdorf,,,,,Ja,1261-03-30,1261-03-30,0 days,1261-03-30,3,False
210,333,287.0,3.0,31.3.1261,31.0,3.0,1261.0,31.0,3.0,1261.0,Wien,Wien,1.0,,,,,,,,,,,-,1261-03-31,1261-03-31,0 days,1261-03-31,3,False
211,334,288.0,1.0,04.12.1261,12.0,4.0,1261.0,12.0,4.0,1261.0,Wien,Wien,1.0,Tulln,,,,,,,,,,Ja,1261-04-12,1261-04-12,0 days,1261-04-12,3,False
212,335,289.0,1.0,4/28/1261,28.0,4.0,1261.0,28.0,4.0,1261.0,Wien,Wien,1.0,Wien,,,,,Wien,,,,,Ja,1261-04-28,1261-04-28,0 days,1261-04-28,3,False
213,336,290.0,1.0,5/23/1261,23.0,5.0,1261.0,23.0,5.0,1261.0,Písek,Písek,1.0,Olomouc,,,,,Hulín,,,,,Ja,1261-05-23,1261-05-23,0 days,1261-05-23,3,False
214,340,291.0,3.0,21.8.1261,21.0,8.0,1261.0,21.0,8.0,1261.0,Olomouc,Olomouc,1.0,Vizovice,Střílky,,,,,,,,,M,1261-08-21,1261-08-21,0 days,1261-08-21,3,False
215,341,292.0,1.0,8/26/1261,26.0,8.0,1261.0,26.0,8.0,1261.0,Olomouc,Olomouc,1.0,Olomouc,,,,,Vsisko,,,,,Ja,1261-08-26,1261-08-26,0 days,1261-08-26,3,False
216,343,294.0,1.0,09.08.1261,8.0,9.0,1261.0,8.0,9.0,1261.0,Praha,Praha,1.0,Opatovice nad Labem,Přelouč,,,,,,,,,Ja,1261-09-08,1261-09-08,0 days,1261-09-08,3,False
217,344,295.0,1.0,10.01.1261,1.0,10.0,1261.0,1.0,10.0,1261.0,Praha,Praha,1.0,Geras,,,,,Weikertschlag,,,,,Ja,1261-10-01,1261-10-01,0 days,1261-10-01,3,False
218,345,296.0,1.0,10/13/1261,13.0,10.0,1261.0,13.0,10.0,1261.0,Jihlava,Jihlava,1.0,Olomouc,,,,,,,,,,Ja,1261-10-13,1261-10-13,0 days,1261-10-13,3,False
219,348,297.0,1.0,25.10.1261,25.0,10.0,1261.0,25.0,10.0,1261.0,Bratislava,Bratislava,2.0,,,,,,,,,,,-,1261-10-25,1261-10-25,0 days,1261-10-25,3,False
220,350,298.0,1.0,11.11.1261,11.0,11.0,1261.0,11.0,11.0,1261.0,Praha,Praha,1.0,Praha,,,,,Mikulovce,Vernéřov,Prunéřov,,,Ja,1261-11-11,1261-11-11,0 days,1261-11-11,3,False
221,351,299.0,1.0,11/24/1261,24.0,11.0,1261.0,24.0,11.0,1261.0,Znojmo,Znojmo,1.0,Salzburg,,,,,,,,,,Ja,1261-11-24,1261-11-24,0 days,1261-11-24,3,False
222,352,300.0,1.0,11/27/1261,27.0,11.0,1261.0,27.0,11.0,1261.0,Praha,Praha,1.0,Mainz,,,,,,,,,,Ja,1261-11-27,1261-11-27,0 days,1261-11-27,3,False
224,355,302.0,1.0,12.02.1261,2.0,12.0,1261.0,2.0,12.0,1261.0,Wien,Wien,1.0,Klosterneuburg,,,,,Wien,,,,,Ja,1261-12-02,1261-12-02,0 days,1261-12-02,3,False
223,354,301.0,1.0,12.02.1261,2.0,12.0,1261.0,2.0,12.0,1261.0,Wien,Wien,1.0,Klosterneuburg,,,,,Wien,,,,,Ja,1261-12-02,1261-12-02,0 days,1261-12-02,3,False
225,356,303.0,2.0,12.04.1261,4.0,12.0,1261.0,4.0,12.0,1261.0,Znojmo,Znojmo,1.0,Brno,,,,,,,,,,Ja,1261-12-04,1261-12-04,0 days,1261-12-04,3,False
226,357,304.0,3.0,13.12.1261,13.0,12.0,1261.0,13.0,12.0,1261.0,Herzogenbirbaum,Herzogenbirbaum,1.0,Regensburg,,,,,,,,,,Ja,1261-12-13,1261-12-13,0 days,1261-12-13,3,False
227,358,305.0,1.0,16.12.1261,16.0,12.0,1261.0,16.0,12.0,1261.0,Wien,Wien,1.0,Wien,,,,,Eggendorf bei Wiener Neustadt,,,,,M,1261-12-16,1261-12-16,0 days,1261-12-16,3,False
228,359,306.0,2.0,23.12.1261 oder Kurz vorher,18.0,12.0,1261.0,23.0,12.0,1261.0,Praha,Praha,1.0,,,,,,,,,,,-,1261-12-18,1261-12-23,5 days,1261-12-20,3,False
229,361,308.0,1.0,25.12.1261,25.0,12.0,1261.0,25.0,12.0,1261.0,Praha,Praha,1.0,,,,,,,,,,,-,1261-12-25,1261-12-25,0 days,1261-12-25,3,False
230,362,309.0,1.0,12/25/1261,25.0,12.0,1261.0,25.0,12.0,1261.0,Praha,Praha,1.0,Mainz,,,,,,,,,,Ja,1261-12-25,1261-12-25,0 days,1261-12-25,3,False
231,363,310.0,1.0,12/25/1261 (in die coronationis nostre),25.0,12.0,1261.0,25.0,12.0,1261.0,Praha,Praha,1.0,Mainz,,,,,,,,,,Ja,1261-12-25,1261-12-25,0 days,1261-12-25,3,False
235,368,315.0,1.0,1/13/1262,13.0,1.0,1262.0,13.0,1.0,1262.0,Praha,Praha,1.0,Vyšehrad,,,,,,,,,,Ja,1262-01-13,1262-01-13,0 days,1262-01-13,3,False
234,367,314.0,1.0,1/13/1262,13.0,1.0,1262.0,13.0,1.0,1262.0,Praha,Praha,1.0,Strahov,,,,,,,,,,Ja,1262-01-13,1262-01-13,0 days,1262-01-13,3,False
233,366,313.0,1.0,1/13/1262,13.0,1.0,1262.0,13.0,1.0,1262.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1262-01-13,1262-01-13,0 days,1262-01-13,3,False
232,365,312.0,1.0,1/13/1262,13.0,1.0,1262.0,13.0,1.0,1262.0,Praha,Praha,1.0,Břevnov,,,,,,,,,,Ja,1262-01-13,1262-01-13,0 days,1262-01-13,3,False
236,369,316.0,1.0,1/21/1262,21.0,1.0,1262.0,21.0,1.0,1262.0,Praha,Praha,1.0,Praha,,,,,Praha,,,,,Ja,1262-01-21,1262-01-21,0 days,1262-01-21,3,False
