,certainty,name,geometry,geometry_source,locality,date,period,domestic
725,1.0,Krems an der Donau,POINT (15.62 48.41),POINT (16.59 47.685),Sopron,1273-10-13,4,False
726,1.0,Sopron,POINT (16.59 47.685),POINT (16.59 47.685),Sopron,1273-10-13,4,False
727,1.0,Raitenhaslach,POINT (12.787 48.129),POINT (15.62 48.41),Krems an der Donau,1273-11-19,4,True
728,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (15.62 48.41),Krems an der Donau,1273-11-19,4,True
729,1.0,Spital am Semmering,POINT (15.752 47.615),POINT (16.61 49.19),Brno,1273-12-31,4,True
730,3.0,Pottschach,POINT (16 47.704),POINT (16.61 49.19),Brno,1273-12-31,4,True
731,1.0,Wimpassing im Schwarzatale,POINT (16.032 47.7),POINT (16.61 49.19),Brno,1273-12-31,4,True
732,1.0,Apfaltersbach,POINT (15.902 47.676),POINT (16.61 49.19),Brno,1273-12-31,4,True
733,3.0,Freising,POINT (11.746 48.399),POINT (16.61 49.19),Brno,1273-12-31,4,True
734,1.0,Wien,POINT (16.388 48.221),POINT (16.61 49.19),Brno,1273-12-31,4,True
735,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1274-01-08,4,True
736,1.0,Heiligenkreuz,POINT (16.131 48.056),POINT (16.384 48.728),Laa an der Thaya,1274-02-03,4,True
737,1.0,Bruck an der Leitha,POINT (16.782 48.027),POINT (16.384 48.728),Laa an der Thaya,1274-02-03,4,True
738,1.0,Melk,POINT (15.33 48.228),POINT (14.41 50.09),Praha,1274-03-14,4,True
739,1.0,Zelking-Matzleinsdorf,POINT (15.255 48.183),POINT (14.41 50.09),Praha,1274-03-14,4,True
740,1.0,Ysperklamm,POINT (15.061 48.339),POINT (14.41 50.09),Praha,1274-03-14,4,True
741,1.0,Melk,POINT (15.33 48.228),POINT (16.388 48.221),Wien,1274-04-04,4,True
742,1.0,Mödling,POINT (16.283 48.086),POINT (16.388 48.221),Wien,1274-04-04,4,True
743,1.0,Viktring,POINT (14.27 46.589),POINT (15.45 47.067),Graz,1274-04-25,4,True
744,1.0,Klagenfurt,POINT (14.31 46.624),POINT (15.45 47.067),Graz,1274-04-25,4,True
745,1.0,Dravograd,POINT (15.024 46.589),POINT (15.45 47.067),Graz,1274-04-25,4,True
746,1.0,Gornji Grad,POINT (14.801 46.289),POINT (15.45 47.067),Graz,1274-04-25,4,True
747,3.0,Freising,POINT (11.746 48.399),POINT (15.45 47.067),Graz,1274-04-25,4,True
748,1.0,Spital am Semmering,POINT (15.752 47.615),POINT (15.45 47.067),Graz,1274-04-25,4,True
749,1.0,Gössendorf,POINT (15.486 46.998),POINT (15.45 47.067),Graz,1274-04-25,4,True
750,1.0,Leising bei Kraubath,POINT (14.934 47.299),POINT (15.45 47.067),Graz,1274-04-25,4,True
751,3.0,Žiče,POINT (15.476 46.315),POINT (15.45 47.067),Graz,1274-04-25,4,True
752,1.0,Kostanjevica na Krki,POINT (15.42 45.846),POINT (15.45 47.067),Graz,1274-04-25,4,True
753,1.0,Zwettl,POINT (15.169 48.607),POINT (16.388 48.221),Wien,1274-05-20,4,True
754,1.0,Linz,POINT (14.286 48.306),POINT (16.388 48.221),Wien,1274-05-20,4,True
755,1.0,Stein an der Donau,POINT (15.582 48.402),POINT (16.388 48.221),Wien,1274-05-20,4,True
756,1.0,Zwettl,POINT (15.169 48.607),POINT (16.388 48.221),Wien,1274-05-20,4,True
757,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (16.388 48.221),Wien,1274-05-20,4,True
758,1.0,Ybbs an der Donau,POINT (15.064 48.175),POINT (16.388 48.221),Wien,1274-05-20,4,True
759,1.0,Linz,POINT (14.286 48.306),POINT (16.388 48.221),Wien,1274-05-20,4,True
760,1.0,Garsten,POINT (14.409 48.022),POINT (16.388 48.221),Wien,1274-05-20,4,True
761,2.0,Münichreith um Garsten,POINT (14.411 48.02),POINT (16.388 48.221),Wien,1274-05-20,4,True
762,1.0,Heiligenkreuz,POINT (16.131 48.056),POINT (16.388 48.221),Wien,1274-05-20,4,True
763,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (16.388 48.221),Wien,1274-05-20,4,True
764,1.0,Heiligenkreuz,POINT (16.131 48.056),POINT (16.388 48.221),Wien,1274-05-20,4,True
765,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (16.388 48.221),Wien,1274-05-20,4,True
766,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1274-05-20,4,True
767,1.0,Olomouc,POINT (17.252 49.596),POINT (16.61 49.19),Brno,1274-06-11,4,True
768,1.0,Roštín,POINT (17.286 49.189),POINT (16.61 49.19),Brno,1274-06-11,4,True
769,1.0,Sudice,POINT (16.669 49.53),POINT (16.61 49.19),Brno,1274-06-11,4,True
770,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1274-09-21,4,True
771,1.0,Kozłówki,POINT (17.968 50.089),POINT (14.41 50.09),Praha,1274-09-21,4,True
772,2.0,Klevevž (Klingenfels),POINT (15.233 45.907),POINT (14.41 50.09),Praha,1274-09-21,4,True
773,1.0,Planina pri Sevnici,POINT (15.405 46.105),POINT (14.41 50.09),Praha,1274-09-21,4,True
774,2.0,Kärnten,POINT (nan nan),POINT (14.41 50.09),Praha,1274-09-21,4,True
775,1.0,Rinchnach,POINT (13.199 48.95),POINT (14.148 49.309),Písek,1274-10-31,4,True
776,1.0,Stein an der Donau,POINT (15.582 48.402),POINT (14.148 49.309),Písek,1274-10-31,4,True
777,1.0,Ybbs an der Donau,POINT (15.064 48.175),POINT (14.148 49.309),Písek,1274-10-31,4,True
778,1.0,Emmersdorf an der Donau,POINT (15.324 48.253),POINT (14.148 49.309),Písek,1274-10-31,4,True
779,1.0,Mauthausen,POINT (14.516 48.241),POINT (14.148 49.309),Písek,1274-10-31,4,True
780,1.0,Linz,POINT (14.286 48.306),POINT (14.148 49.309),Písek,1274-10-31,4,True
781,3.0,Freising,POINT (11.746 48.399),POINT (14.148 49.309),Písek,1274-10-31,4,True
782,1.0,Škofja Loka,POINT (14.314 46.167),POINT (14.148 49.309),Písek,1274-10-31,4,True
783,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1274-11-28,4,True
784,1.0,Čáslav,POINT (15.389 49.91),POINT (14.41 50.09),Praha,1274-11-28,4,True
785,3.0,Úherce,POINT (14.99 50.369),POINT (14.41 50.09),Praha,1274-11-28,4,True
786,1.0,Mělník,POINT (14.474 50.351),POINT (14.41 50.09),Praha,1274-11-28,4,True
787,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1274-11-28,4,True
788,1.0,Passau,POINT (13.469 48.575),POINT (13.405 48.518),Neuburg am Inn,1274-12-17,4,True
789,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (13.405 48.518),Neuburg am Inn,1274-12-17,4,True
790,1.0,Olomouc,POINT (17.252 49.596),POINT (17.39 48.986),Uherský Ostroh,1275-01-14,4,True
791,1.0,Přerov,POINT (17.451 49.455),POINT (17.39 48.986),Uherský Ostroh,1275-01-14,4,True
792,1.0,Seckau,POINT (14.786 47.275),POINT (16.388 48.221),Wien,1275-02-11,4,True
793,1.0,Offenburg,POINT (14.595 47.234),POINT (16.388 48.221),Wien,1275-02-11,4,True
794,1.0,Liesing,POINT (16.299 48.146),POINT (16.388 48.221),Wien,1275-02-11,4,True
795,1.0,Seckau,POINT (14.786 47.275),POINT (16.388 48.221),Wien,1275-02-11,4,True
796,1.0,Seckau,POINT (14.786 47.275),POINT (16.388 48.221),Wien,1275-02-11,4,True
797,1.0,Offenburg,POINT (14.595 47.234),POINT (16.388 48.221),Wien,1275-02-11,4,True
798,1.0,Knittelfeld,POINT (14.836 47.2),POINT (16.388 48.221),Wien,1275-02-11,4,True
799,2.0,Feistritz bei Prank,POINT (14.863 47.279),POINT (16.388 48.221),Wien,1275-02-11,4,True
800,1.0,Osek,POINT (13.693 50.621),POINT (16.388 48.221),Wien,1275-02-11,4,True
801,1.0,Osek,POINT (13.693 50.621),POINT (16.388 48.221),Wien,1275-02-11,4,True
802,1.0,Salzburg,POINT (13.048 47.797),POINT (14.41 50.09),Praha,1275-03-23,4,True
803,3.0,Chotěšov,POINT (13.203 49.654),POINT (14.41 50.09),Praha,1275-03-23,4,True
804,1.0,Raitenhaslach,POINT (12.787 48.129),POINT (14.41 50.09),Praha,1275-03-23,4,True
805,1.0,Stein an der Donau,POINT (15.582 48.402),POINT (14.41 50.09),Praha,1275-03-23,4,True
806,1.0,Ybbs an der Donau,POINT (15.064 48.175),POINT (14.41 50.09),Praha,1275-03-23,4,True
807,1.0,Emmersdorf an der Donau,POINT (15.324 48.253),POINT (14.41 50.09),Praha,1275-03-23,4,True
808,1.0,Linz,POINT (14.286 48.306),POINT (14.41 50.09),Praha,1275-03-23,4,True
809,3.0,Kladruby,POINT (12.995 49.712),POINT (14.41 50.09),Praha,1275-03-23,4,True
810,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.61 49.19),Brno,1275-04-28,4,True
811,1.0,Neumarkt,POINT (14.438 47.058),POINT (16.61 49.19),Brno,1275-04-28,4,True
812,1.0,Neumarkt,POINT (14.438 47.058),POINT (16.61 49.19),Brno,1275-04-28,4,True
813,1.0,Salzburg,POINT (13.048 47.797),POINT (14.41 50.09),Praha,1275-06-02,4,True
814,1.0,Salzburg,POINT (13.048 47.797),POINT (14.41 50.09),Praha,1275-06-02,4,True
815,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1275-06-02,4,True
816,3.0,Fulštejn,POINT (17.714 50.243),POINT (14.41 50.09),Praha,1275-06-02,4,True
817,3.0,Fulštejn,POINT (17.714 50.243),POINT (14.41 50.09),Praha,1275-06-02,4,True
818,1.0,Uherský Brod,POINT (17.647 49.025),POINT (14.253 49.639),Kamýk nad Vltavou,1275-06-21,4,True
819,1.0,Rein,POINT (15.285 47.135),POINT (16.462 49.257),Veveří,1275-08-30,4,True
820,2.0,Steiermark,POINT (nan nan),POINT (16.462 49.257),Veveří,1275-08-30,4,True
821,3.0,Dědice,POINT (16.977 49.295),POINT (16.462 49.257),Veveří,1275-08-30,4,True
822,1.0,Bad Aussee,POINT (13.784 47.609),POINT (16.462 49.257),Veveří,1275-08-30,4,True
823,1.0,Głubczyce,POINT (17.829 50.201),POINT (14.253 49.639),Kamýk nad Vltavou,1275-09-16,4,True
824,1.0,Waldsassen,POINT (12.306 50.004),POINT (14.253 49.639),Kamýk nad Vltavou,1275-09-16,4,True
825,1.0,Planá,POINT (12.744 49.868),POINT (14.253 49.639),Kamýk nad Vltavou,1275-09-16,4,True
826,1.0,Jihlava,POINT (15.591 49.396),POINT (16.61 49.19),Brno,1275-11-03,4,True
827,1.0,Trnovany,POINT (13.601 50.316),POINT (13.872 50.038),Křivoklát,1276-01-12,4,True
828,1.0,Očihovec,POINT (13.474 50.19),POINT (13.872 50.038),Křivoklát,1276-01-12,4,True
829,1.0,Cerhovice,POINT (13.835 49.85),POINT (13.872 50.038),Křivoklát,1276-01-12,4,True
830,1.0,Teplá,POINT (12.862 49.98),POINT (14.41 50.09),Praha,1276-03-23,4,True
831,1.0,Gurk,POINT (14.288 46.875),POINT (14.41 50.09),Praha,1276-03-23,4,True
832,1.0,Podgrad,POINT (15.226 46.131),POINT (14.41 50.09),Praha,1276-03-23,4,True
833,1.0,Šentjur pri Celju,POINT (15.397 46.214),POINT (14.41 50.09),Praha,1276-03-23,4,True
834,1.0,Doksany,POINT (14.16 50.455),POINT (14.41 50.09),Praha,1276-03-23,4,True
835,1.0,Doksany,POINT (14.16 50.455),POINT (14.41 50.09),Praha,1276-03-23,4,True
836,1.0,Vilémov,POINT (15.535 49.814),POINT (14.41 50.09),Praha,1276-03-23,4,True
837,2.0,Oberösterreich,POINT (nan nan),POINT (15.119 50.142),Poděbrady,1276-04-11,4,True
838,2.0,Niederösterreich,POINT (nan nan),POINT (15.119 50.142),Poděbrady,1276-04-11,4,True
839,1.0,Olomouc,POINT (17.252 49.596),POINT (16.61 49.19),Brno,1276-05-06,4,True
840,1.0,Hejčín,POINT (17.24 49.605),POINT (16.61 49.19),Brno,1276-05-06,4,True
841,3.0,Freising,POINT (11.746 48.399),POINT (16.61 49.19),Brno,1276-05-06,4,True
842,3.0,Freising,POINT (11.746 48.399),POINT (16.61 49.19),Brno,1276-05-06,4,True
843,1.0,Waidhofen an der Ybbs,POINT (14.774 47.961),POINT (16.61 49.19),Brno,1276-05-06,4,True
844,1.0,Holenstein an der Ybbs,POINT (14.771 47.806),POINT (16.61 49.19),Brno,1276-05-06,4,True
845,1.0,Ulmerfeld,POINT (14.822 48.076),POINT (16.61 49.19),Brno,1276-05-06,4,True
