,certainty,name,geometry,geometry_source,locality,date,period,domestic
199,1.0,Plzeň,POINT (13.374 49.745),POINT (13.39 49.934),Plasy,1257-12-03,2,True
200,1.0,Stříbro,POINT (13.003 49.752),POINT (13.39 49.934),Plasy,1257-12-03,2,True
201,1.0,Rakovník,POINT (13.733 50.104),POINT (13.39 49.934),Plasy,1257-12-03,2,True
202,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1258-01-18,2,True
203,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1258-01-18,2,True
204,1.0,St. Florian,POINT (14.379 48.206),POINT (16.388 48.221),Wien,1258-02-10,2,True
205,,Altenburg (bei Wilhelmsburg),POINT (15.603 48.071),POINT (16.388 48.221),Wien,1258-02-10,2,True
206,3.0,Hohenberg,POINT (15.622 47.91),POINT (16.388 48.221),Wien,1258-02-10,2,True
207,1.0,Lilienfeld,POINT (15.598 48.014),POINT (16.388 48.221),Wien,1258-02-10,2,True
208,1.0,Türnitz,POINT (15.485 47.929),POINT (16.388 48.221),Wien,1258-02-10,2,True
209,1.0,Stranzendorf,POINT (16.082 48.452),POINT (16.388 48.221),Wien,1258-02-10,2,True
210,1.0,Břevnov,POINT (14.383 50.074),POINT (14.148 49.309),Písek,1258-04-19,2,True
211,1.0,Sebranice,POINT (16.575 49.497),POINT (14.148 49.309),Písek,1258-04-19,2,True
212,1.0,Sobotovice,POINT (16.557 49.06),POINT (14.148 49.309),Písek,1258-04-19,2,True
213,1.0,Brno,POINT (16.61 49.19),POINT (14.192 49.439),Zvíkov,1258-05-15,2,True
214,1.0,Brno,POINT (16.61 49.19),POINT (14.192 49.439),Zvíkov,1258-05-15,2,True
215,1.0,Uherské Hradiště,POINT (17.46 49.07),POINT (17.46 49.07),Uherské Hradiště,1258-06-20,2,True
216,1.0,Velehrad,POINT (17.395 49.105),POINT (17.46 49.07),Uherské Hradiště,1258-06-20,2,True
217,1.0,Uherské Hradiště,POINT (17.46 49.07),POINT (17.46 49.07),Uherské Hradiště,1258-06-20,2,True
218,1.0,Salzburg,POINT (13.048 47.797),POINT (16.388 48.221),Wien,1258-07-23,2,True
219,1.0,Jevíčko,POINT (16.711 49.632),POINT (13.872 50.038),Křivoklát,1258-08-09,2,True
220,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.175 49.783),Dobříš,1258-10-04,2,True
221,1.0,Kremsmünster,POINT (14.128 48.053),POINT (14.027 48.158),Wels,1258-10-12,2,True
222,1.0,Kremsmünster,POINT (14.128 48.053),POINT (14.027 48.158),Wels,1258-10-12,2,True
223,1.0,Viechtwang,POINT (13.963 47.915),POINT (14.027 48.158),Wels,1258-10-12,2,True
224,1.0,Kremsmünster,POINT (14.128 48.053),POINT (14.027 48.158),Wels,1258-10-12,2,True
225,1.0,Tišnov,POINT (16.424 49.349),POINT (16.61 49.19),Brno,1259-01-04,2,True
226,1.0,Brno,POINT (16.61 49.19),POINT (16.61 49.19),Brno,1259-01-04,2,True
227,1.0,Tišnov,POINT (16.424 49.349),POINT (16.61 49.19),Brno,1259-01-04,2,True
228,1.0,Brno,POINT (16.61 49.19),POINT (16.61 49.19),Brno,1259-01-04,2,True
229,1.0,Zwettl,POINT (15.169 48.607),POINT (15.62 48.41),Krems an der Donau,1259-04-04,2,True
230,1.0,Klosterneuburg,POINT (16.325 48.305),POINT (16.388 48.221),Wien,1259-04-22,2,True
231,1.0,St. Pölten,POINT (15.633 48.2),POINT (16.388 48.221),Wien,1259-04-22,2,True
232,3.0,Erla,POINT (14.57 48.199),POINT (14.027 48.158),Wels,1259-06-10,2,True
233,1.0,Seitenstetten,POINT (14.655 48.036),POINT (14.027 48.158),Wels,1259-06-10,2,True
234,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1259-08-31,2,True
235,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1259-08-31,2,True
236,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1259-08-31,2,True
237,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1259-08-31,2,True
238,1.0,Passau,POINT (13.469 48.575),POINT (16.388 48.221),Wien,1259-10-29,2,True
239,2.0,Niederösterreich,POINT (nan nan),POINT (16.388 48.221),Wien,1259-10-29,2,True
240,2.0,Oberösterreich,POINT (nan nan),POINT (16.388 48.221),Wien,1259-10-29,2,True
241,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1259-10-29,2,True
242,1.0,Zwettl,POINT (15.169 48.607),POINT (15.62 48.41),Krems an der Donau,1259-11-17,2,True
243,1.0,Großotten,POINT (14.981 48.643),POINT (15.62 48.41),Krems an der Donau,1259-11-17,2,True
244,1.0,Emmersdorf an der Donau,POINT (15.324 48.253),POINT (15.62 48.41),Krems an der Donau,1259-11-17,2,True
245,1.0,Tegernsee,POINT (11.756 47.71),POINT (15.62 48.41),Krems an der Donau,1259-11-17,2,True
246,1.0,Grobniki,POINT (17.871 50.197),POINT (16.05 48.86),Znojmo,1259-11-23,2,True
247,1.0,Głubczyce,POINT (17.829 50.201),POINT (16.05 48.86),Znojmo,1259-11-23,2,True
248,1.0,Zwettl,POINT (15.169 48.607),POINT (15.169 48.607),Zwettl,1259-12-19,2,True
249,2.0,Steiermark,POINT (nan nan),POINT (16.388 48.221),Wien,1260-01-14,2,True
250,1.0,Passau,POINT (13.469 48.575),POINT (15.088 47.929),Gaming,1260-01-24,2,True
251,2.0,Niederösterreich,POINT (nan nan),POINT (15.088 47.929),Gaming,1260-01-24,2,True
252,2.0,Oberösterreich,POINT (nan nan),POINT (15.088 47.929),Gaming,1260-01-24,2,True
253,1.0,Hardegg,POINT (15.858 48.853),POINT (16.388 48.221),Wien,1260-02-10,2,True
254,1.0,Raabs an der Thaya,POINT (15.492 48.848),POINT (16.388 48.221),Wien,1260-02-10,2,True
255,1.0,Retz,POINT (15.952 48.757),POINT (16.388 48.221),Wien,1260-02-10,2,True
256,1.0,Leitzersdorf,POINT (16.244 48.42),POINT (16.388 48.221),Wien,1260-02-10,2,True
257,1.0,Oberweiden,POINT (16.829 48.307),POINT (16.388 48.221),Wien,1260-02-10,2,True
258,1.0,Obermarkesdorf,POINT (15.899 48.739),POINT (16.388 48.221),Wien,1260-02-10,2,True
259,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1260-02-10,2,True
260,1.0,Wien,POINT (16.388 48.221),POINT (15.809 48.321),Sitzenberg,1260-02-13,2,True
261,1.0,Leobendorf,POINT (16.324 48.374),POINT (15.809 48.321),Sitzenberg,1260-02-13,2,True
262,1.0,Waldsassen,POINT (12.306 50.004),POINT (13.872 50.038),Křivoklát,1260-02-25,2,True
263,1.0,Žatec,POINT (13.54 50.33),POINT (13.872 50.038),Křivoklát,1260-02-25,2,True
264,1.0,Rein,POINT (15.285 47.135),POINT (16.388 48.221),Wien,1260-03-18,2,True
265,1.0,Opava,POINT (17.903 49.939),POINT (14.148 49.309),Písek,1260-04-13,2,True
266,1.0,Opava,POINT (17.903 49.939),POINT (14.148 49.309),Písek,1260-04-13,2,True
267,1.0,Břevnov,POINT (14.383 50.074),POINT (14.41 50.09),Praha,1260-05-05,2,True
268,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1260-05-05,2,True
269,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1260-05-05,2,True
270,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1260-05-05,2,True
271,1.0,Nenakovice,POINT (17.287 49.47),POINT (14.41 50.09),Praha,1260-05-05,2,True
272,1.0,Rudeč,POINT (14.585 50.236),POINT (14.41 50.09),Praha,1260-05-05,2,True
273,1.0,Rein,POINT (15.285 47.135),POINT (14.286 48.306),Linz,1260-06-06,2,True
274,2.0,Steiermark,POINT (nan nan),POINT (14.286 48.306),Linz,1260-06-06,2,True
275,1.0,Helfenstein,POINT (15.192 47.09),POINT (14.286 48.306),Linz,1260-06-06,2,True
276,1.0,Rožmberk nad Vltavou,POINT (14.365 48.654),POINT (16.384 48.728),Laa an der Thaya,1260-07-08,2,True
277,1.0,Raabs an der Thaya,POINT (15.492 48.848),POINT (16.384 48.728),Laa an der Thaya,1260-07-08,2,True
278,1.0,Raabs an der Thaya,POINT (15.492 48.848),POINT (16.384 48.728),Laa an der Thaya,1260-07-08,2,True
279,1.0,Bratislava,POINT (17.103 48.142),POINT (17.103 48.142),Bratislava,1260-07-21,3,True
280,1.0,Ptuj,POINT (15.879 46.422),POINT (17.103 48.142),Bratislava,1260-07-21,3,True
281,3.0,Freising,POINT (11.746 48.399),POINT (16.388 48.221),Wien,1260-08-02,3,True
282,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1260-11-04,3,True
283,1.0,Plasy,POINT (13.39 49.934),POINT (14.41 50.09),Praha,1260-11-04,3,True
284,1.0,Neprobylice,POINT (14.028 50.264),POINT (14.41 50.09),Praha,1260-11-04,3,True
285,1.0,Viktring,POINT (14.27 46.589),POINT (15.45 47.067),Graz,1260-12-25,3,True
286,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (15.45 47.067),Graz,1260-12-25,3,True
287,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (15.45 47.067),Graz,1260-12-25,3,True
288,1.0,Dürnberg,POINT (14.206 48.337),POINT (15.45 47.067),Graz,1260-12-25,3,True
289,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (15.45 47.067),Graz,1260-12-25,3,True
290,3.0,Freising,POINT (11.746 48.399),POINT (15.45 47.067),Graz,1260-12-25,3,True
291,1.0,Lavanttal,POINT (14.86 46.7),POINT (15.45 47.067),Graz,1260-12-25,3,True
292,1.0,Pfannberg,POINT (15.343 47.243),POINT (15.45 47.067),Graz,1260-12-25,3,True
293,1.0,Gratwein,POINT (15.318 47.129),POINT (15.45 47.067),Graz,1260-12-25,3,True
294,1.0,Seckau,POINT (14.786 47.275),POINT (15.45 47.067),Graz,1260-12-25,3,True
295,1.0,Rein,POINT (15.285 47.135),POINT (15.45 47.067),Graz,1260-12-25,3,True
296,1.0,Söding,POINT (15.291 47),POINT (15.45 47.067),Graz,1260-12-25,3,True
297,1.0,Rein,POINT (15.285 47.135),POINT (15.45 47.067),Graz,1260-12-25,3,True
298,1.0,Söding,POINT (15.291 47),POINT (15.45 47.067),Graz,1260-12-25,3,True
299,1.0,Havlíčkův Brod,POINT (15.579 49.607),POINT (15.579 49.607),Havlíčkův Brod,1261-01-12,3,True
300,1.0,Havlíčkův Brod,POINT (15.579 49.607),POINT (15.579 49.607),Havlíčkův Brod,1261-01-12,3,True
301,1.0,Doksany,POINT (14.16 50.455),POINT (14.392 50.632),Kravaře u České Lípy,1261-01-24,3,True
302,1.0,Most,POINT (13.636 50.503),POINT (13.636 50.503),Most,1261-01-31,3,True
303,1.0,Most,POINT (13.636 50.503),POINT (13.636 50.503),Most,1261-01-31,3,True
304,1.0,Chomutov,POINT (13.411 50.464),POINT (13.54 50.33),Žatec,1261-02-22,3,True
305,1.0,Miletín,POINT (15.678 50.489),POINT (13.54 50.33),Žatec,1261-02-22,3,True
306,1.0,Lilienfeld,POINT (15.598 48.014),POINT (16.388 48.221),Wien,1261-05-06,3,True
307,1.0,Wetzleinsdorf,POINT (16.385 48.477),POINT (16.388 48.221),Wien,1261-05-06,3,True
308,1.0,Tulln,POINT (16.059 48.331),POINT (16.388 48.221),Wien,1261-05-06,3,True
309,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1261-05-06,3,True
310,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1261-05-06,3,True
311,1.0,Olomouc,POINT (17.252 49.596),POINT (14.148 49.309),Písek,1261-07-01,3,True
312,1.0,Hulín,POINT (17.464 49.317),POINT (14.148 49.309),Písek,1261-07-01,3,True
313,1.0,Vizovice,POINT (17.855 49.223),POINT (17.252 49.596),Olomouc,1261-08-27,3,True
314,1.0,Střílky,POINT (17.215 49.14),POINT (17.252 49.596),Olomouc,1261-08-27,3,True
315,1.0,Olomouc,POINT (17.252 49.596),POINT (17.252 49.596),Olomouc,1261-08-27,3,True
316,1.0,Vsisko,POINT (17.314 49.552),POINT (17.252 49.596),Olomouc,1261-08-27,3,True
317,3.0,Opatovice nad Labem,POINT (15.79 50.145),POINT (14.41 50.09),Praha,1261-10-04,3,True
318,1.0,Přelouč,POINT (15.56 50.04),POINT (14.41 50.09),Praha,1261-10-04,3,True
319,1.0,Geras,POINT (15.665 48.781),POINT (14.41 50.09),Praha,1261-10-04,3,True
320,1.0,Weikertschlag,POINT (14.856 48.615),POINT (14.41 50.09),Praha,1261-10-04,3,True
321,1.0,Olomouc,POINT (17.252 49.596),POINT (15.591 49.396),Jihlava,1261-10-15,3,True
322,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1261-11-13,3,True
323,1.0,Mikulovce,POINT (13.228 50.389),POINT (14.41 50.09),Praha,1261-11-13,3,True
324,1.0,Vernéřov,POINT (13.223 50.402),POINT (14.41 50.09),Praha,1261-11-13,3,True
325,1.0,Prunéřov,POINT (13.26 50.43),POINT (14.41 50.09),Praha,1261-11-13,3,True
326,1.0,Salzburg,POINT (13.048 47.797),POINT (16.05 48.86),Znojmo,1261-11-24,3,True
327,1.0,Mainz,POINT (8.272 50.001),POINT (14.41 50.09),Praha,1261-11-27,3,True
328,1.0,Klosterneuburg,POINT (16.325 48.305),POINT (16.388 48.221),Wien,1261-12-02,3,True
329,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1261-12-02,3,True
330,1.0,Klosterneuburg,POINT (16.325 48.305),POINT (16.388 48.221),Wien,1261-12-02,3,True
331,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1261-12-02,3,True
332,1.0,Brno,POINT (16.61 49.19),POINT (16.05 48.86),Znojmo,1261-12-08,3,True
333,1.0,Regensburg,POINT (12.102 49.015),POINT (16.251 48.519),Herzogenbirbaum,1261-12-14,3,True
334,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1261-12-16,3,True
335,1.0,Eggendorf bei Wiener Neustadt,POINT (16.322 47.858),POINT (16.388 48.221),Wien,1261-12-16,3,True
336,1.0,Mainz,POINT (8.272 50.001),POINT (14.41 50.09),Praha,1262-03-04,3,True
337,1.0,Mainz,POINT (8.272 50.001),POINT (14.41 50.09),Praha,1262-03-04,3,True
338,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.41 50.09),Praha,1262-03-04,3,True
339,1.0,Strahov,POINT (14.386 50.083),POINT (14.41 50.09),Praha,1262-03-04,3,True
340,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1262-03-04,3,True
341,1.0,Břevnov,POINT (14.383 50.074),POINT (14.41 50.09),Praha,1262-03-04,3,True
342,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1262-03-04,3,True
343,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1262-03-04,3,True
344,1.0,Opava,POINT (17.903 49.939),POINT (14.41 50.09),Praha,1262-03-04,3,True
345,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1262-03-04,3,True
346,1.0,Passau,POINT (13.469 48.575),POINT (14.41 50.09),Praha,1262-03-04,3,True
347,1.0,Niederhollabrunn,POINT (16.311 48.449),POINT (14.41 50.09),Praha,1262-03-04,3,True
348,1.0,Passau,POINT (13.469 48.575),POINT (14.41 50.09),Praha,1262-03-04,3,True
349,1.0,Niederhollabrunn,POINT (16.311 48.449),POINT (14.41 50.09),Praha,1262-03-04,3,True
350,1.0,Marienthal,POINT (14.926 50.997),POINT (14.41 50.09),Praha,1262-03-04,3,True
351,1.0,Přibyslavice,POINT (15.778 49.261),POINT (14.41 50.09),Praha,1262-03-04,3,True
352,1.0,Praha,POINT (14.41 50.09),POINT (15.591 49.396),Jihlava,1262-03-25,3,True
353,1.0,Hněvkovice,POINT (15.205 49.686),POINT (15.591 49.396),Jihlava,1262-03-25,3,True
354,2.0,Böhmen,POINT (nan nan),POINT (16.388 48.221),Wien,1262-05-14,3,True
355,1.0,Heiligenkreuz,POINT (16.131 48.056),POINT (16.388 48.221),Wien,1262-05-14,3,True
356,3.0,Thallern,POINT (16.29 48.05),POINT (16.388 48.221),Wien,1262-05-14,3,True
357,1.0,Maria Enzersdorf,POINT (16.285 48.097),POINT (16.388 48.221),Wien,1262-05-14,3,True
358,1.0,Mikulov,POINT (16.638 48.806),POINT (16.388 48.221),Wien,1262-05-14,3,True
359,1.0,Mikulov,POINT (16.638 48.806),POINT (16.388 48.221),Wien,1262-05-14,3,True
360,1.0,Litoměřice,POINT (14.132 50.533),POINT (14.126 50.404),Budyně nad Ohří,1262-06-12,3,True
361,1.0,Litoměřice,POINT (14.132 50.533),POINT (14.126 50.404),Budyně nad Ohří,1262-06-12,3,True
362,1.0,Hrušovany,POINT (14.28 50.52),POINT (14.126 50.404),Budyně nad Ohří,1262-06-12,3,True
363,3.0,Freising,POINT (11.746 48.399),POINT (15.591 49.396),Jihlava,1262-06-30,3,True
364,1.0,Pillichsdorf,POINT (16.54 48.364),POINT (15.591 49.396),Jihlava,1262-06-30,3,True
365,1.0,Groß-Enzersdorf,POINT (16.551 48.197),POINT (15.591 49.396),Jihlava,1262-06-30,3,True
366,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.41 50.09),Praha,1262-07-15,3,True
367,1.0,Budeč,POINT (14.246 50.192),POINT (14.41 50.09),Praha,1262-07-15,3,True
368,1.0,Seckau,POINT (14.786 47.275),POINT (16.24 47.81),Wiener Neustadt,1262-08-17,3,True
369,1.0,Kumberg,POINT (15.535 47.16),POINT (16.24 47.81),Wiener Neustadt,1262-08-17,3,True
370,1.0,Hainersdorf,POINT (15.942 47.115),POINT (16.24 47.81),Wiener Neustadt,1262-08-17,3,True
371,3.0,Freising,POINT (11.746 48.399),POINT (17.829 50.201),Głubczyce,1262-10-18,3,True
372,1.0,Groß-Enzersdorf,POINT (16.551 48.197),POINT (17.829 50.201),Głubczyce,1262-10-18,3,True
373,1.0,Kremsmünster,POINT (14.128 48.053),POINT (14.286 48.306),Linz,1262-12-27,3,True
374,1.0,Mondsee,POINT (13.35 47.855),POINT (14.286 48.306),Linz,1262-12-27,3,True
375,1.0,Bad Ischl,POINT (13.621 47.712),POINT (14.286 48.306),Linz,1262-12-27,3,True
376,1.0,Sedlec,POINT (15.288 49.961),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
377,1.0,Kouřim,POINT (14.976 50.003),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
378,1.0,Hradec Králové,POINT (15.833 50.209),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
379,1.0,Poboří,POINT (15.047 50.024),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
380,1.0,Podůlšany,POINT (15.738 50.129),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
381,1.0,Litomyšl,POINT (16.313 49.868),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
382,1.0,Litomyšl,POINT (16.313 49.868),POINT (15.833 50.209),Hradec Králové,1263-05-09,3,True
383,1.0,Plasy,POINT (13.39 49.934),POINT (13.39 49.934),Plasy,1263-07-06,3,True
384,1.0,Plasy,POINT (13.39 49.934),POINT (13.39 49.934),Plasy,1263-07-06,3,True
385,1.0,Stříbro,POINT (13.003 49.752),POINT (13.39 49.934),Plasy,1263-07-06,3,True
386,1.0,Rakovník,POINT (13.733 50.104),POINT (13.39 49.934),Plasy,1263-07-06,3,True
387,1.0,Plzeň,POINT (13.374 49.745),POINT (13.39 49.934),Plasy,1263-07-06,3,True
388,1.0,Seckau,POINT (14.786 47.275),POINT (16.24 47.81),Wiener Neustadt,1263-08-14,3,True
389,2.0,Arzwald,POINT (15.283 47.217),POINT (16.24 47.81),Wiener Neustadt,1263-08-14,3,True
390,1.0,Seckau,POINT (14.786 47.275),POINT (16.24 47.81),Wiener Neustadt,1263-08-14,3,True
391,1.0,Würflach,POINT (16.053 47.776),POINT (16.24 47.81),Wiener Neustadt,1263-08-14,3,True
392,1.0,Grobniki,POINT (17.871 50.197),POINT (14.148 49.309),Písek,1263-11-17,3,True
393,1.0,Grobniki,POINT (17.871 50.197),POINT (14.148 49.309),Písek,1263-11-17,3,True
394,1.0,Svibno,POINT (15.098 46.064),POINT (14.41 50.09),Praha,1264-02-15,3,True
395,2.0,Südsteiermark,POINT (nan nan),POINT (14.41 50.09),Praha,1264-02-15,3,True
396,1.0,Žďár nad Sázavou,POINT (15.939 49.564),POINT (15.591 49.396),Jihlava,1264-03-12,3,True
397,1.0,Göttweig,POINT (15.613 48.368),POINT (16.388 48.221),Wien,1264-04-09,3,True
398,1.0,Pellendorf,POINT (16.454 48.098),POINT (16.388 48.221),Wien,1264-04-09,3,True
399,1.0,Hennersdorf bei Wien,POINT (16.36 48.111),POINT (16.388 48.221),Wien,1264-04-09,3,True
400,1.0,Kvítkovice,POINT (14.331 48.957),POINT (14.148 49.309),Písek,1264-08-21,3,True
401,1.0,České Budějovice,POINT (14.474 48.974),POINT (14.148 49.309),Písek,1264-08-21,3,True
402,1.0,Vyšší Brod,POINT (14.312 48.618),POINT (14.148 49.309),Písek,1264-08-21,3,True
403,1.0,Doksy,POINT (14.656 50.565),POINT (14.148 49.309),Písek,1264-10-26,3,True
404,1.0,Kravaře u České Lípy,POINT (14.392 50.632),POINT (14.148 49.309),Písek,1264-10-26,3,True
405,1.0,Tišnov,POINT (16.424 49.349),POINT (17.252 49.596),Olomouc,1264-11-27,3,True
406,1.0,Lukov,POINT (15.824 49.073),POINT (17.252 49.596),Olomouc,1264-11-27,3,True
407,1.0,Lukov,POINT (15.824 49.073),POINT (17.252 49.596),Olomouc,1264-11-27,3,True
408,1.0,Ragogna,POINT (12.983 46.174),POINT (16.61 49.19),Brno,1264-12-18,3,True
409,1.0,Ottensheim,POINT (14.175 48.332),POINT (14.41 50.09),Praha,1265-02-16,3,True
410,1.0,Kroměříž,POINT (17.393 49.298),POINT (14.41 50.09),Praha,1265-02-16,3,True
411,1.0,Lovešice,POINT (17.45 49.427),POINT (14.41 50.09),Praha,1265-02-16,3,True
412,3.0,Fulštejn,POINT (17.714 50.243),POINT (14.41 50.09),Praha,1265-02-16,3,True
413,1.0,Krzanowice,POINT (18.122 50.018),POINT (14.41 50.09),Praha,1265-02-16,3,True
414,1.0,Maissau,POINT (15.792 48.569),POINT (16.388 48.221),Wien,1265-04-12,3,True
415,1.0,Cvilín,POINT (17.721 50.082),POINT (16.388 48.221),Wien,1265-04-12,3,True
416,3.0,Dědice,POINT (16.977 49.295),POINT (16.388 48.221),Wien,1265-04-12,3,True
417,3.0,Freising,POINT (11.746 48.399),POINT (16.388 48.221),Wien,1265-04-12,3,True
418,1.0,Neuhofen an der Ybbs,POINT (14.851 48.06),POINT (16.388 48.221),Wien,1265-04-12,3,True
419,1.0,Głubczyce,POINT (17.829 50.201),POINT (16.388 48.221),Wien,1265-04-12,3,True
420,1.0,Opavice,POINT (17.596 50.151),POINT (16.388 48.221),Wien,1265-04-12,3,True
421,1.0,Lilienfeld,POINT (15.598 48.014),POINT (16.388 48.221),Wien,1265-04-12,3,True
422,1.0,Garsten,POINT (14.409 48.022),POINT (15.45 47.067),Graz,1265-04-23,3,True
423,1.0,Seckau,POINT (14.786 47.275),POINT (15.45 47.067),Graz,1265-04-23,3,True
424,3.0,Freising,POINT (11.746 48.399),POINT (15.45 47.067),Graz,1265-04-23,3,True
425,1.0,Sankt Peter am Kammersberg,POINT (14.189 47.186),POINT (15.45 47.067),Graz,1265-04-23,3,True
426,1.0,Garsten,POINT (14.409 48.022),POINT (16.082 47.727),Neunkirchen,1265-05-19,3,False
427,1.0,Gaflenz,POINT (14.726 47.895),POINT (16.082 47.727),Neunkirchen,1265-05-19,3,False
428,1.0,Ostrov,POINT (12.949 50.308),POINT (14.073 49.964),Beroun,1265-07-01,3,True
429,1.0,Domažlice,POINT (12.93 49.44),POINT (14.073 49.964),Beroun,1265-07-01,3,True
430,1.0,Melk,POINT (15.33 48.228),POINT (14.474 48.974),České Budějovice,1265-07-31,3,True
431,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1265-09-08,3,True
432,1.0,Polička,POINT (16.265 49.715),POINT (14.41 50.09),Praha,1265-10-13,3,True
433,3.0,Freising,POINT (11.746 48.399),POINT (14.517 48.517),Freistadt,1265-11-29,3,True
434,3.0,Freising,POINT (11.746 48.399),POINT (14.517 48.517),Freistadt,1265-11-29,3,True
435,1.0,Žatec,POINT (13.54 50.33),POINT (14.41 50.09),Praha,1265-12-30,3,True
436,1.0,Lavanttal,POINT (14.86 46.7),POINT (15.45 47.067),Graz,1266-01-02,3,True
437,1.0,Lavanttal,POINT (14.86 46.7),POINT (15.45 47.067),Graz,1266-01-02,3,True
438,1.0,Passau,POINT (13.469 48.575),POINT (14.41 50.09),Praha,1266-02-12,3,True
439,1.0,Passau,POINT (13.469 48.575),POINT (15.819 48.639),Eggenburg,1266-04-01,3,True
440,1.0,Eferding,POINT (14.02 48.308),POINT (15.819 48.639),Eggenburg,1266-04-01,3,True
441,,Mautern an der Donau,POINT (5.574 48.383),POINT (15.819 48.639),Eggenburg,1266-04-01,3,True
442,1.0,Cheb,POINT (12.38 50.071),POINT (12.38 50.071),Cheb,1266-05-05,3,True
443,1.0,Böhmisch Bruck,POINT (12.353 49.576),POINT (13.003 49.752),Stříbro,1266-06-30,3,True
444,1.0,Regensburg,POINT (12.102 49.015),POINT (12.93 49.44),Domažlice,1266-07-30,3,True
445,1.0,Spital am Pyhrn,POINT (14.34 47.665),POINT (14.41 50.09),Praha,1266-10-14,3,True
446,1.0,Kremsmünster,POINT (14.128 48.053),POINT (14.41 50.09),Praha,1266-10-14,3,True
447,1.0,Windischgarsten,POINT (14.328 47.722),POINT (14.41 50.09),Praha,1266-10-14,3,True
448,1.0,Ried im Innkreis,POINT (13.488 48.209),POINT (13.488 48.209),Ried im Innkreis,1266-12-01,3,False
449,3.0,Freising,POINT (11.746 48.399),POINT (14.286 48.306),Linz,1266-12-04,3,True
450,1.0,Pottendorf,POINT (16.388 47.91),POINT (14.286 48.306),Linz,1266-12-04,3,True
451,1.0,Hernstein,POINT (16.104 47.894),POINT (14.286 48.306),Linz,1266-12-04,3,True
452,3.0,Freising,POINT (11.746 48.399),POINT (14.286 48.306),Linz,1266-12-04,3,True
453,3.0,Freising,POINT (11.746 48.399),POINT (14.517 48.517),Freistadt,1266-12-04,3,True
454,1.0,Waidhofen,POINT (14.774 47.961),POINT (15.45 47.067),Graz,1267-01-11,3,True
455,3.0,Freising,POINT (11.746 48.399),POINT (15.45 47.067),Graz,1267-01-11,3,True
456,1.0,Judenburg,POINT (14.667 47.167),POINT (15.45 47.067),Graz,1267-01-11,3,True
457,1.0,Lilienfeld,POINT (15.598 48.014),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
458,,Altenburg (bei Wilhelmsburg),POINT (15.603 48.071),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
459,3.0,Hohenberg,POINT (15.622 47.91),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
460,,Arnstein,POINT (16.066 48.03),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
461,1.0,Türnitz,POINT (15.485 47.929),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
462,1.0,Stranzendorf,POINT (16.082 48.452),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
463,1.0,Admont,POINT (14.467 47.583),POINT (16.388 48.221),Wien,1267-01-16,3,True
